mese,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2026-01,REG,S01146,S19919,34,34,0,0,0,0,7,5,22,5,3,3,1,0,86,22,64,1.8823529411764706,-1.0,5.699999999999999,17.049999999999994,MALPENSA AEROPORTO TERMINAL 2,STABIO
2026-01,REG,S01200,S01645,34,34,0,0,0,0,11,14,9,14,3,0,0,0,132,15,117,3.4411764705882355,3.0,8.7,11.699999999999996,PORTO CERESIO,MILANO PORTA GARIBALDI
2026-01,REG,S01205,S01030,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,VARESE,GALLARATE
2026-01,REG,S01205,S01200,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,VARESE,PORTO CERESIO
2026-01,REG,S01205,S01307,28,28,0,0,0,0,9,4,15,4,0,0,0,0,41,23,18,0.6428571428571429,-1.0,5.300000000000001,6.0,VARESE,COMO S.GIOVANNI
2026-01,REG,S01205,S01645,5,5,0,0,0,0,1,4,0,4,3,2,1,1,115,0,115,23.0,14.0,50.0,57.99999999999999,VARESE,MILANO PORTA GARIBALDI
2026-01,REG,S01205,S01707,1,1,0,0,0,0,0,1,0,1,1,1,1,0,37,0,37,37.0,37.0,37.0,37.0,VARESE,CASSANO D\'ADDA
2026-01,REG,S01205,S01708,62,62,0,0,0,0,20,21,21,21,14,10,4,3,532,61,471,7.596774193548387,1.0,25.499999999999993,36.599999999999966,VARESE,TREVIGLIO
2026-01,REG,S01205,S19919,4,4,0,0,0,0,2,0,2,0,0,0,0,0,4,2,2,0.5,0.0,2.4000000000000004,2.6999999999999993,VARESE,STABIO
2026-01,REG,S01301,S01307,32,32,0,0,0,0,15,1,16,1,0,0,0,0,22,32,-10,-0.3125,-0.5,1.9000000000000021,2.0,CHIASSO,COMO S.GIOVANNI
2026-01,REG,S01301,S01645,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,CHIASSO,MILANO PORTA GARIBALDI
2026-01,REG,S01301,S01700,36,36,0,0,0,0,19,15,2,15,2,0,0,0,146,2,144,4.0,3.0,7.5,9.5,CHIASSO,MILANO CENTRALE
2026-01,REG,S01307,S01037,25,25,0,0,0,0,12,2,11,2,1,1,0,0,57,16,41,1.64,1.0,4.0,6.3999999999999915,COMO S.GIOVANNI,RHO
2026-01,REG,S01307,S01205,28,28,0,0,0,0,19,0,9,0,0,0,0,0,16,9,7,0.25,0.0,1.3000000000000007,2.6499999999999986,COMO S.GIOVANNI,VARESE
2026-01,REG,S01307,S01301,28,28,0,0,0,0,2,0,26,0,0,0,0,0,2,54,-52,-1.8571428571428572,-2.0,-1.0,0.29999999999999716,COMO S.GIOVANNI,CHIASSO
2026-01,REG,S01307,S01458,14,14,0,0,0,0,7,3,4,3,1,1,0,0,47,4,43,3.0714285714285716,2.0,5.700000000000001,10.899999999999995,COMO S.GIOVANNI,MOLTENO
2026-01,REG,S01307,S01520,10,10,0,0,0,0,3,1,6,1,1,0,0,0,24,17,7,0.7,-1.0,4.9999999999999964,9.49999999999999,COMO S.GIOVANNI,LECCO
2026-01,REG,S01307,S01645,42,42,0,0,0,0,17,14,11,14,8,3,1,0,203,16,187,4.4523809523809526,2.5,13.899999999999999,18.74999999999998,COMO S.GIOVANNI,MILANO PORTA GARIBALDI
2026-01,REG,S01307,S01700,4,4,0,0,0,0,1,3,0,3,0,0,0,0,17,0,17,4.25,5.0,5.0,5.0,COMO S.GIOVANNI,MILANO CENTRALE
2026-01,REG,S01308,S01205,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,COMO CAMERLATA,VARESE
2026-01,REG,S01308,S01301,38,38,0,0,0,0,13,2,23,2,1,0,0,0,35,49,-14,-0.3684210526315789,-1.0,2.3000000000000043,3.8999999999999915,COMO CAMERLATA,CHIASSO
2026-01,REG,S01310,S01301,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,10,-10,-5.0,-5.0,-4.2,-4.1,PM ALBATE,CHIASSO
2026-01,REG,S01316,S01066,52,52,0,0,0,0,17,35,0,35,14,7,5,1,569,0,569,10.942307692307692,7.0,20.39999999999999,42.79999999999998,CAMNAGO-LENTATE,MILANO CADORNA
2026-01,REG,S01318,S01059,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,8.0,8.0,8.0,8.0,SEREGNO,ALBAIRATE-VERMEZZO
2026-01,REG,S01318,S01645,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,SEREGNO,MILANO PORTA GARIBALDI
2026-01,REG,S01322,S01458,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.8,3.9,MONZA,MOLTENO
2026-01,REG,S01322,S01520,3,3,0,0,0,0,1,2,0,2,0,0,0,0,12,0,12,4.0,5.0,5.8,5.9,MONZA,LECCO
2026-01,REG,S01325,S01520,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,SESTO S.GIOVANNI,LECCO
2026-01,REG,S01326,S01717,32,32,0,0,0,0,5,6,21,6,5,2,0,0,86,58,28,0.875,-2.0,11.800000000000004,14.799999999999997,MILANO GRECO PIRELLI,BRESCIA
2026-01,REG,S01326,S01807,2,2,0,0,0,0,0,1,1,1,0,0,0,0,7,1,6,3.0,3.0,6.2,6.6,MILANO GRECO PIRELLI,VOGHERA
2026-01,REG,S01326,S01810,2,2,0,0,0,0,0,2,0,2,0,0,0,0,12,0,12,6.0,6.0,6.0,6.0,MILANO GRECO PIRELLI,TORTONA
2026-01,REG,S01326,S04203,12,12,0,0,0,0,2,7,3,7,3,0,0,0,63,6,57,4.75,5.0,11.8,12.899999999999999,MILANO GRECO PIRELLI,NOVI LIGURE
2026-01,REG,S01326,S04700,8,8,0,0,0,0,5,0,3,0,0,0,0,0,12,6,6,0.75,1.0,4.0,4.0,MILANO GRECO PIRELLI,GENOVA PIAZZA PRINCIPE
2026-01,REG,S01326,S04702,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.8,2.9,MILANO GRECO PIRELLI,GENOVA BRIGNOLE
2026-01,REG,S01326,S04725,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,MILANO GRECO PIRELLI,SESTRI LEVANTE
2026-01,REG,S01326,S05000,35,35,0,0,0,0,11,11,13,11,4,2,0,0,122,34,88,2.5142857142857142,1.0,9.600000000000001,11.799999999999983,MILANO GRECO PIRELLI,PIACENZA
2026-01,REG,S01400,S01420,32,32,0,0,0,0,24,7,1,7,1,1,0,0,109,2,107,3.34375,3.0,5.0,8.0,CHIAVENNA,COLICO
2026-01,REG,S01420,S01400,32,32,0,0,0,0,22,7,3,7,1,0,0,0,95,4,91,2.84375,2.5,6.800000000000004,8.0,COLICO,CHIAVENNA
2026-01,REG,S01420,S01430,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,COLICO,SONDRIO
2026-01,REG,S01420,S01520,6,6,0,0,0,0,5,1,0,1,0,0,0,0,8,0,8,1.3333333333333333,1.0,3.0,4.0,COLICO,LECCO
2026-01,REG,S01420,S01820,2,2,0,0,0,0,0,2,0,2,2,1,0,0,27,0,27,13.5,13.5,15.5,15.75,COLICO,MILANO ROGOREDO
2026-01,REG,S01430,S01420,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,4,-2,-1.0,-1.0,1.4000000000000001,1.6999999999999997,SONDRIO,COLICO
2026-01,REG,S01430,S01440,6,6,0,0,0,0,3,0,3,0,0,0,0,0,1,5,-4,-0.6666666666666666,-0.5,0.5,0.75,SONDRIO,TIRANO
2026-01,REG,S01430,S01520,20,20,0,0,0,0,14,4,2,4,2,0,0,0,58,2,56,2.8,1.0,9.100000000000001,10.200000000000003,SONDRIO,LECCO
2026-01,REG,S01430,S01700,5,5,0,0,0,0,2,2,1,2,1,1,0,0,31,1,30,6.0,4.0,15.000000000000002,17.999999999999996,SONDRIO,MILANO CENTRALE
2026-01,REG,S01440,S01430,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,TIRANO,SONDRIO
2026-01,REG,S01440,S01700,27,27,0,0,0,0,16,8,3,8,3,2,1,0,156,5,151,5.592592592592593,4.0,9.400000000000002,17.699999999999992,TIRANO,MILANO CENTRALE
2026-01,REG,S01458,S01307,18,18,0,0,0,0,10,5,3,5,2,2,0,0,85,3,82,4.555555555555555,2.5,12.600000000000009,21.15,MOLTENO,COMO S.GIOVANNI
2026-01,REG,S01458,S01645,3,3,0,0,0,0,0,2,1,2,2,2,0,0,44,1,43,14.333333333333334,16.0,25.6,26.799999999999997,MOLTENO,MILANO PORTA GARIBALDI
2026-01,REG,S01488,S01645,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,BESANA,MILANO PORTA GARIBALDI
2026-01,REG,S01520,S01307,4,4,0,0,0,0,2,1,1,1,0,0,0,0,13,1,12,3.0,3.5,5.4,5.699999999999999,LECCO,COMO S.GIOVANNI
2026-01,REG,S01520,S01322,6,6,0,0,0,0,4,1,1,1,1,1,0,0,33,1,32,5.333333333333333,2.0,14.5,20.75,LECCO,MONZA
2026-01,REG,S01520,S01325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,LECCO,SESTO S.GIOVANNI
2026-01,REG,S01520,S01420,6,6,0,0,0,0,3,0,3,0,0,0,0,0,9,11,-2,-0.3333333333333333,0.5,3.5,3.75,LECCO,COLICO
2026-01,REG,S01520,S01430,20,20,0,0,0,0,11,4,5,4,0,0,0,0,49,8,41,2.05,2.5,5.100000000000001,6.0,LECCO,SONDRIO
2026-01,REG,S01520,S01528,30,30,0,0,0,0,19,5,6,5,2,1,1,0,96,8,88,2.933333333333333,1.5,6.200000000000003,10.199999999999989,LECCO,PONTE S.PIETRO
2026-01,REG,S01520,S01645,100,100,0,0,0,0,54,29,17,29,14,9,6,0,532,19,513,5.13,2.0,12.100000000000009,30.19999999999999,LECCO,MILANO PORTA GARIBALDI
2026-01,REG,S01520,S01700,4,4,0,0,0,0,2,1,1,1,1,1,0,0,35,1,34,8.5,3.0,21.500000000000004,25.249999999999993,LECCO,MILANO CENTRALE
2026-01,REG,S01520,S01820,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,7.3,7.6499999999999995,LECCO,MILANO ROGOREDO
2026-01,REG,S01524,S01645,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-2,-1.0,-1.0,-0.19999999999999996,-0.10000000000000009,CALOLZIOCORTE OLGINATE,MILANO PORTA GARIBALDI
2026-01,REG,S01528,S01520,32,32,0,0,0,0,20,5,7,5,1,0,0,0,77,14,63,1.96875,2.0,6.900000000000002,9.0,PONTE S.PIETRO,LECCO
2026-01,REG,S01528,S01645,42,42,0,0,0,0,24,11,7,11,5,3,2,1,249,11,238,5.666666666666667,2.5,12.399999999999991,17.74999999999998,PONTE S.PIETRO,MILANO PORTA GARIBALDI
2026-01,REG,S01529,S01645,18,18,0,0,0,0,5,10,3,10,4,4,3,2,345,8,337,18.72222222222222,6.0,61.30000000000001,86.1999999999999,BERGAMO,MILANO PORTA GARIBALDI
2026-01,REG,S01529,S01700,35,35,0,0,0,0,16,12,7,12,6,3,2,2,302,14,288,8.228571428571428,2.0,11.800000000000004,30.499999999999872,BERGAMO,MILANO CENTRALE
2026-01,REG,S01529,S01701,1,1,0,0,0,0,0,1,0,1,1,1,1,0,42,0,42,42.0,42.0,42.0,42.0,BERGAMO,MILANO LAMBRATE
2026-01,REG,S01529,S01703,1,1,0,0,0,0,0,1,0,1,1,1,1,1,91,0,91,91.0,91.0,91.0,91.0,BERGAMO,PIOLTELLO LIMITO
2026-01,REG,S01529,S01708,31,31,0,0,0,0,4,3,24,3,3,3,2,0,114,89,25,0.8064516129032258,-3.0,2.0,29.5,BERGAMO,TREVIGLIO
2026-01,REG,S01529,S01717,37,37,0,0,0,0,14,16,7,16,4,2,0,0,173,10,163,4.405405405405405,4.0,9.999999999999993,14.399999999999991,BERGAMO,BRESCIA
2026-01,REG,S01529,S01915,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,1.5,1.5,1.9,1.95,BERGAMO,CREMONA
2026-01,REG,S01600,S01708,2,2,0,0,0,0,0,2,0,2,1,1,0,0,31,0,31,15.5,15.5,22.3,23.15,VERDELLO DALMINE,TREVIGLIO
2026-01,REG,S01601,S01708,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,TREVIGLIO OVEST,TREVIGLIO
2026-01,REG,S01605,S01915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,CREMA,CREMONA
2026-01,REG,S01630,S01326,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,MILANO S.CRISTOFORO,MILANO GRECO PIRELLI
2026-01,REG,S01630,S01820,2,2,0,0,0,0,1,1,0,1,1,0,0,0,14,0,14,7.0,7.0,9.4,9.7,MILANO S.CRISTOFORO,MILANO ROGOREDO
2026-01,REG,S01640,S00462,2,2,0,0,0,0,1,1,0,1,1,0,0,0,14,0,14,7.0,7.0,9.4,9.7,MILANO CERTOSA,ASTI
2026-01,REG,S01640,S01708,6,6,0,0,0,0,2,3,1,3,0,0,0,0,22,2,20,3.3333333333333335,4.0,7.0,7.5,MILANO CERTOSA,TREVIGLIO
2026-01,REG,S01642,S01074,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,-13,-13.0,-13.0,-13.0,-13.0,MILANO BOVISA POLITECNICO,GARBAGNATE MILANESE
2026-01,REG,S01642,S01820,5,5,0,0,0,0,1,4,0,4,3,2,1,0,79,0,79,15.8,11.0,30.2,30.6,MILANO BOVISA POLITECNICO,MILANO ROGOREDO
2026-01,REG,S01642,S01822,51,51,0,0,0,0,26,13,12,13,8,5,3,0,237,18,219,4.294117647058823,0.0,12.0,29.0,MILANO BOVISA POLITECNICO,MELEGNANO
2026-01,REG,S01642,S01825,5,5,0,0,0,0,1,2,2,2,2,0,0,0,24,2,22,4.4,0.0,12.4,13.2,MILANO BOVISA POLITECNICO,LODI
2026-01,REG,S01642,S01860,32,32,0,0,0,0,14,17,1,17,7,6,1,0,235,1,234,7.3125,5.0,17.700000000000006,21.349999999999998,MILANO BOVISA POLITECNICO,PAVIA
2026-01,REG,S01642,S01925,4,4,0,0,0,0,1,3,0,3,0,0,0,0,21,0,21,5.25,5.5,6.7,6.85,MILANO BOVISA POLITECNICO,SEVESO
2026-01,REG,S01645,S00219,8,8,0,0,0,0,1,2,5,2,0,0,0,0,15,13,2,0.25,-1.0,6.6,7.299999999999999,MILANO PORTA GARIBALDI,TORINO PORTA NUOVA
2026-01,REG,S01645,S00248,8,8,0,0,0,0,4,4,0,4,2,1,1,0,74,0,74,9.25,5.0,20.899999999999995,28.94999999999999,MILANO PORTA GARIBALDI,NOVARA
2026-01,REG,S01645,S00252,1,1,0,0,0,0,0,1,0,1,1,1,1,1,63,0,63,63.0,63.0,63.0,63.0,MILANO PORTA GARIBALDI,TRECATE
2026-01,REG,S01645,S00452,4,4,0,0,0,0,1,0,3,0,0,0,0,0,1,5,-4,-1.0,-1.0,0.40000000000000036,0.6999999999999993,MILANO PORTA GARIBALDI,TORINO LINGOTTO
2026-01,REG,S01645,S01003,12,12,0,0,0,0,1,1,10,1,0,0,0,0,7,57,-50,-4.166666666666667,-3.5,1.6000000000000014,3.349999999999998,MILANO PORTA GARIBALDI,DOMODOSSOLA
2026-01,REG,S01645,S01020,21,21,0,0,0,0,8,6,7,6,2,1,0,0,64,20,44,2.0952380952380953,2.0,7.0,10.0,MILANO PORTA GARIBALDI,ARONA
2026-01,REG,S01645,S01030,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,MILANO PORTA GARIBALDI,GALLARATE
2026-01,REG,S01645,S01113,8,8,0,0,0,0,4,2,2,2,1,1,0,0,27,6,21,2.625,1.0,9.7,12.849999999999994,MILANO PORTA GARIBALDI,LUINO
2026-01,REG,S01645,S01200,32,32,0,0,0,0,9,23,0,23,17,10,0,0,318,0,318,9.9375,10.0,16.0,18.0,MILANO PORTA GARIBALDI,PORTO CERESIO
2026-01,REG,S01645,S01205,7,7,0,0,0,0,2,3,2,3,2,1,0,0,50,3,47,6.714285714285714,3.0,16.800000000000004,21.899999999999988,MILANO PORTA GARIBALDI,VARESE
2026-01,REG,S01645,S01301,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,4,-1,-0.5,-0.5,2.3000000000000003,2.6499999999999995,MILANO PORTA GARIBALDI,CHIASSO
2026-01,REG,S01645,S01307,42,42,0,0,0,0,25,9,8,9,3,2,0,0,151,9,142,3.380952380952381,2.0,7.0,11.849999999999987,MILANO PORTA GARIBALDI,COMO S.GIOVANNI
2026-01,REG,S01645,S01318,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0.0,0.0,1.6,1.7999999999999998,MILANO PORTA GARIBALDI,SEREGNO
2026-01,REG,S01645,S01458,2,2,0,0,0,0,0,2,0,2,2,2,2,2,130,0,130,65.0,65.0,65.0,65.0,MILANO PORTA GARIBALDI,MOLTENO
2026-01,REG,S01645,S01488,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,2,-1,-0.5,-0.5,0.7000000000000001,0.8499999999999999,MILANO PORTA GARIBALDI,BESANA
2026-01,REG,S01645,S01520,99,99,0,0,0,0,47,22,30,22,8,4,0,0,301,53,248,2.505050505050505,1.0,8.0,12.099999999999994,MILANO PORTA GARIBALDI,LECCO
2026-01,REG,S01645,S01524,2,2,0,0,0,0,0,2,0,2,2,2,0,0,52,0,52,26.0,26.0,28.4,28.7,MILANO PORTA GARIBALDI,CALOLZIOCORTE OLGINATE
2026-01,REG,S01645,S01528,44,44,0,0,0,0,13,28,3,28,12,10,1,0,352,5,347,7.886363636363637,6.5,17.0,21.550000000000004,MILANO PORTA GARIBALDI,PONTE S.PIETRO
2026-01,REG,S01645,S01529,16,16,0,0,0,0,2,5,9,5,4,3,1,0,120,23,97,6.0625,-1.0,21.5,34.25,MILANO PORTA GARIBALDI,BERGAMO
2026-01,REG,S01645,S01915,12,12,0,0,0,0,9,1,2,1,0,0,0,0,29,4,25,2.0833333333333335,2.0,3.9000000000000004,6.2499999999999964,MILANO PORTA GARIBALDI,CREMONA
2026-01,REG,S01645,S01933,6,6,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0.6666666666666666,0.5,1.5,1.75,MILANO PORTA GARIBALDI,SARONNO
2026-01,REG,S01645,S01945,14,14,0,0,0,0,8,4,2,4,2,1,0,0,56,2,54,3.857142857142857,2.0,8.800000000000004,13.149999999999997,MILANO PORTA GARIBALDI,STRADELLA
2026-01,REG,S01645,S02026,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,2.9,2.95,MILANO PORTA GARIBALDI,BOLZANO
2026-01,REG,S01645,S05000,12,12,0,0,0,0,2,2,8,2,0,0,0,0,15,28,-13,-1.0833333333333333,-2.0,5.500000000000002,6.899999999999999,MILANO PORTA GARIBALDI,PIACENZA
2026-01,REG,S01645,S05043,2,2,0,0,0,0,0,2,0,2,0,0,0,0,13,0,13,6.5,6.5,7.7,7.85,MILANO PORTA GARIBALDI,BOLOGNA CENTRALE
2026-01,REG,S01645,S06725,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,4,-1,-0.5,-0.5,2.3000000000000003,2.6499999999999995,MILANO PORTA GARIBALDI,LIVORNO CENTRALE
2026-01,REG,S01700,S00219,30,30,0,0,0,0,10,4,16,4,1,1,1,0,80,51,29,0.9666666666666667,-1.0,7.100000000000001,8.549999999999997,MILANO CENTRALE,TORINO PORTA NUOVA
2026-01,REG,S01700,S00452,4,4,0,0,0,0,1,1,2,1,0,0,0,0,6,8,-2,-0.5,-1.0,3.8000000000000007,4.399999999999999,MILANO CENTRALE,TORINO LINGOTTO
2026-01,REG,S01700,S00462,14,14,0,0,0,0,4,7,3,7,3,1,0,0,77,4,73,5.214285714285714,4.5,10.700000000000001,13.799999999999997,MILANO CENTRALE,ASTI
2026-01,REG,S01700,S00470,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,MILANO CENTRALE,ALESSANDRIA
2026-01,REG,S01700,S01003,20,20,0,0,0,0,6,11,3,11,3,2,0,0,114,8,106,5.3,5.0,10.500000000000007,15.150000000000002,MILANO CENTRALE,DOMODOSSOLA
2026-01,REG,S01700,S01020,6,6,0,0,0,0,4,1,1,1,1,0,0,0,18,1,17,2.8333333333333335,0.5,8.5,10.75,MILANO CENTRALE,ARONA
2026-01,REG,S01700,S01030,66,66,0,0,0,0,39,8,19,8,2,0,0,0,118,30,88,1.3333333333333333,1.0,5.0,8.75,MILANO CENTRALE,GALLARATE
2026-01,REG,S01700,S01301,36,36,0,0,0,0,15,3,18,3,1,0,0,0,51,28,23,0.6388888888888888,-0.5,3.0,6.75,MILANO CENTRALE,CHIASSO
2026-01,REG,S01700,S01307,2,2,0,0,0,0,1,1,0,1,0,0,0,0,5,0,5,2.5,2.5,4.5,4.75,MILANO CENTRALE,COMO S.GIOVANNI
2026-01,REG,S01700,S01430,3,3,0,0,0,0,1,1,1,1,1,1,1,0,42,4,38,12.666666666666666,1.0,33.0,37.0,MILANO CENTRALE,SONDRIO
2026-01,REG,S01700,S01440,27,27,0,0,0,0,9,6,12,6,3,2,0,0,79,27,52,1.9259259259259258,1.0,9.400000000000002,13.499999999999996,MILANO CENTRALE,TIRANO
2026-01,REG,S01700,S01520,6,6,0,0,0,0,5,1,0,1,0,0,0,0,12,0,12,2.0,1.0,4.5,4.75,MILANO CENTRALE,LECCO
2026-01,REG,S01700,S01529,29,29,0,0,0,0,12,4,13,4,2,2,2,1,135,38,97,3.3448275862068964,0.0,6.0,23.999999999999936,MILANO CENTRALE,BERGAMO
2026-01,REG,S01700,S01600,2,2,0,0,0,0,1,1,0,1,1,1,0,0,29,0,29,14.5,14.5,23.7,24.849999999999998,MILANO CENTRALE,VERDELLO DALMINE
2026-01,REG,S01700,S01601,1,1,0,0,0,0,0,1,0,1,1,1,1,1,69,0,69,69.0,69.0,69.0,69.0,MILANO CENTRALE,TREVIGLIO OVEST
2026-01,REG,S01700,S01717,8,8,0,0,0,0,2,4,2,4,2,1,0,0,49,7,42,5.25,5.0,13.299999999999997,17.149999999999995,MILANO CENTRALE,BRESCIA
2026-01,REG,S01700,S01915,6,6,0,0,0,0,3,2,1,2,2,2,1,0,83,1,82,13.666666666666666,2.0,39.5,49.25,MILANO CENTRALE,CREMONA
2026-01,REG,S01700,S01920,20,20,0,0,0,0,7,6,7,6,3,2,1,0,92,13,79,3.95,1.0,14.600000000000009,20.60000000000001,MILANO CENTRALE,BOZZOLO
2026-01,REG,S01700,S02430,31,31,0,0,0,0,11,8,12,8,3,2,1,0,128,39,89,2.870967741935484,2.0,7.0,13.5,MILANO CENTRALE,VERONA PORTA NUOVA
2026-01,REG,S01700,S04515,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,MILANO CENTRALE,ALASSIO
2026-01,REG,S01700,S04516,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,-12,-6.0,-6.0,-6.0,-6.0,MILANO CENTRALE,ALBENGA
2026-01,REG,S01700,S04702,8,8,0,0,0,0,1,4,3,4,3,2,1,0,85,5,80,10.0,6.0,26.999999999999996,33.999999999999986,MILANO CENTRALE,GENOVA BRIGNOLE
2026-01,REG,S01700,S04801,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,3,-2,-1.0,-1.0,0.6000000000000001,0.7999999999999998,MILANO CENTRALE,SAVONA
2026-01,REG,S01700,S05000,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.8,0.8999999999999999,MILANO CENTRALE,PIACENZA
2026-01,REG,S01700,S05014,6,6,0,0,0,0,4,2,0,2,0,0,0,0,23,0,23,3.8333333333333335,3.5,6.5,6.75,MILANO CENTRALE,PARMA
2026-01,REG,S01700,S05032,1,1,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,MILANO CENTRALE,MODENA
2026-01,REG,S01700,S05043,14,14,0,0,0,0,3,4,7,4,1,1,0,0,55,21,34,2.4285714285714284,1.0,8.100000000000003,14.949999999999994,MILANO CENTRALE,BOLOGNA CENTRALE
2026-01,REG,S01700,S05071,2,2,0,0,0,0,1,1,0,1,1,1,0,0,26,0,26,13.0,13.0,20.2,21.099999999999998,MILANO CENTRALE,RIMINI
2026-01,REG,S01700,S06009,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,8.1,8.549999999999999,MILANO CENTRALE,MASSA CENTRO
2026-01,REG,S01701,S01059,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,-2,-1.0,-1.0,-1.0,-1.0,MILANO LAMBRATE,ALBAIRATE-VERMEZZO
2026-01,REG,S01701,S01520,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MILANO LAMBRATE,LECCO
2026-01,REG,S01701,S01529,3,3,0,0,0,0,2,1,0,1,1,1,0,0,21,0,21,7.0,1.0,15.4,17.2,MILANO LAMBRATE,BERGAMO
2026-01,REG,S01701,S01708,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,-3,-1.5,-1.5,-1.1,-1.05,MILANO LAMBRATE,TREVIGLIO
2026-01,REG,S01701,S02430,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,MILANO LAMBRATE,VERONA PORTA NUOVA
2026-01,REG,S01701,S04702,2,2,0,0,0,0,0,1,1,1,0,0,0,0,9,2,7,3.5,3.5,7.9,8.45,MILANO LAMBRATE,GENOVA BRIGNOLE
2026-01,REG,S01701,S05000,1,1,0,0,0,0,0,1,0,1,1,1,0,0,23,0,23,23.0,23.0,23.0,23.0,MILANO LAMBRATE,PIACENZA
2026-01,REG,S01703,S00248,40,40,0,0,0,0,11,26,3,26,11,8,3,2,477,6,471,11.775,7.0,25.400000000000006,36.7999999999999,PIOLTELLO LIMITO,NOVARA
2026-01,REG,S01703,S01529,1,1,0,0,0,0,0,1,0,1,1,1,1,0,56,0,56,56.0,56.0,56.0,56.0,PIOLTELLO LIMITO,BERGAMO
2026-01,REG,S01703,S01640,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,PIOLTELLO LIMITO,MILANO CERTOSA
2026-01,REG,S01707,S01205,1,1,0,0,0,0,0,1,0,1,1,1,1,1,60,0,60,60.0,60.0,60.0,60.0,CASSANO D\'ADDA,VARESE
2026-01,REG,S01708,S00248,21,21,0,0,0,0,6,14,1,14,5,2,0,0,139,1,138,6.571428571428571,6.0,12.0,16.0,TREVIGLIO,NOVARA
2026-01,REG,S01708,S01030,8,8,0,0,0,0,2,6,0,6,4,4,3,0,168,0,168,21.0,13.5,43.5,45.25,TREVIGLIO,GALLARATE
