partenza,arrivo,km,fonte,qualita,km_linea_aria,rapporto,km_rinf,km_gtfs,km_osm,km_prontuario
SESTRI LEVANTE,S MARGH –PORTOFINO,18.0,prontuario,stimata,,,,,,18.0
SESTRI LEVANTE,S MARGHERITA LIGURE PORTOFINO,18.3,rinf,ufficiale,15.29,1.2,18.3,,,
SESTRI LEVANTE,S REMO,181.0,prontuario,stimata,,,,,,181.0
SESTRI LEVANTE,SARZANA,56.43,rinf,ufficiale,51.29,1.1,56.433,56.46,60.16,60.0
SESTRI LEVANTE,SAVONA,87.53,rinf,ufficiale,73.87,1.19,87.533,92.59,87.17,89.0
SESTRI LEVANTE,TAGGIA ARMA,164.7,rinf,ufficiale,132.98,1.24,164.697,169.76,164.71,
SESTRI LEVANTE,TARQUINIA,355.0,prontuario,stimata,294.75,1.2,,,,355.0
SESTRI LEVANTE,TARVISIO BOSCOVERDE,470.77,rinf,ufficiale,411.58,1.14,470.77,,610.73,
SESTRI LEVANTE,TORTONA,105.51,rinf,ufficiale,81.24,1.3,105.513,135.84,105.55,
SESTRI LEVANTE,VADA,167.0,prontuario,stimata,134.03,1.25,,,,167.0
SESTRI LEVANTE,VARAZZE,77.08,rinf,ufficiale,66.76,1.15,77.08,82.18,76.8,
SESTRI LEVANTE,VENTIMIGLIA,187.07,rinf,ufficiale,153.39,1.22,187.07,192.13,187.43,197.0
SESTRI LEVANTE,VEZZANO LIGURE,49.03,rinf,ufficiale,42.36,1.16,49.032,49.06,48.95,
SESTRI LEVANTE,VIAREGGIO,98.0,prontuario,stimata,82.49,1.19,,,,98.0
SESTRI LEVANTE,VILLA LITERNO,620.79,osm,stimata,527.33,1.18,500.914,,620.79,
SESTRI LEVANTE,VOGHERA,121.72,rinf,ufficiale,85.79,1.42,121.716,152.04,121.98,
SETTIMO,CHIERI,34.97,rinf,ufficiale,15.42,2.27,34.97,,34.95,
SETTIMO,IVREA,43.95,rinf,ufficiale,36.72,1.2,43.948,,43.48,
SETTIMO,MILANO CENTRALE,135.16,rinf,ufficiale,121.05,1.12,135.157,,134.19,
SETTIMO,PINEROLO,50.72,rinf,ufficiale,44.11,1.15,50.721,,50.57,
SETTIMO,RIVAROLO,22.48,osm,stimata,21.25,1.06,,,22.48,
SETTIMO,TORINO LINGOTTO,17.69,rinf,ufficiale,15.38,1.15,17.694,,17.68,
SETTIMO,TROFARELLO,26.41,rinf,ufficiale,17.9,1.48,26.406,,26.37,
SEVESO,CAMNAGO LENTATE,2.29,osm,stimata,2.29,1.0,13.267,,2.29,
SEVESO,CORMANO CUSANO MILANINO,11.98,rinf,ufficiale,11.74,1.02,11.981,,12.02,
SEVESO,MARIANO COMENSE,6.75,osm,stimata,6.45,1.05,6.154,,6.75,
SEVESO,MILANO BOVISA,17.04,rinf,ufficiale,16.31,1.05,17.043,,17.78,
SEVESO,MILANO BRUZZANO PARCO NORD,13.36,rinf,ufficiale,13.04,1.02,13.363,,13.39,
SEVESO,MILANO CADORNA,21.21,rinf,ufficiale,20.19,1.05,21.208,,21.23,
SEVESO,MILANO LANCETTI,18.95,rinf,ufficiale,17.44,1.09,18.954,,18.92,
SEVESO,MILANO ROGOREDO,28.62,rinf,ufficiale,22.85,1.25,28.618,,28.86,
SEVESO,VAREDO,6.11,rinf,ufficiale,5.96,1.03,6.114,,6.13,
SEZZADIO,ALESSANDRIA,15.27,rinf,ufficiale,12.92,1.18,15.268,15.27,15.43,
SIBARI,AMANTEA,119.0,prontuario,stimata,75.94,1.57,,,,119.0
SIBARI,AUGUSTA,525.0,prontuario,stimata,298.73,1.76,,,,525.0
SIBARI,BARI CENTRALE,216.13,rinf,ufficiale,156.17,1.38,216.131,,217.81,238.0
SIBARI,BOLZANO,869.79,rinf,ufficiale,856.31,1.02,869.789,,1085.82,
SIBARI,BOTRICELLO,147.67,rinf,ufficiale,97.0,1.52,147.669,,149.44,
SIBARI,CALOPEZZATI,42.7,rinf,ufficiale,36.39,1.17,42.703,,44.01,
SIBARI,CARIATI,57.67,rinf,ufficiale,50.9,1.13,57.667,,59.05,57.0
SIBARI,CASTIGLIONE COSENTINO,59.55,rinf,ufficiale,47.43,1.26,59.545,,59.63,
SIBARI,CATANIA CENTRALE,469.0,prontuario,stimata,275.79,1.7,,,,469.0
SIBARI,CATANZARO LIDO,172.39,rinf,ufficiale,103.98,1.66,172.387,,174.28,172.0
SIBARI,CIRO,80.65,rinf,ufficiale,70.7,1.14,80.654,,82.12,
SIBARI,CIRÒ,80.0,prontuario,stimata,,,,,,80.0
SIBARI,CORIGLIANO CALABRO,14.71,rinf,ufficiale,14.37,1.02,14.706,,15.88,14.0
SIBARI,COSENZA,63.88,rinf,ufficiale,50.7,1.26,63.88,,63.96,67.0
SIBARI,CROPANI,151.71,rinf,ufficiale,96.99,1.56,151.71,,153.48,
SIBARI,CROTONE,112.73,rinf,ufficiale,92.75,1.22,112.729,,114.39,112.0
SIBARI,CRUCOLI,67.11,rinf,ufficiale,60.15,1.12,67.113,,68.52,
SIBARI,CUTRO,129.49,rinf,ufficiale,91.49,1.42,129.488,,131.22,
SIBARI,GIOIA DEL COLLE,184.0,prontuario,stimata,122.92,1.5,,,,184.0
SIBARI,GIOIA TAURO,242.0,prontuario,stimata,155.11,1.56,,,,242.0
SIBARI,LAMEZIA TERME CENTRALE,129.23,rinf,ufficiale,93.67,1.38,129.227,,129.37,
SIBARI,LENTINI DIRAMAZIONE,492.0,prontuario,stimata,,,,,,492.0
SIBARI,LOCRI,255.0,prontuario,stimata,169.39,1.51,,,,255.0
SIBARI,MANDATORICCIO CAMPANA,51.63,rinf,ufficiale,44.93,1.15,51.626,,52.97,
SIBARI,MELITO DI PORTO SALVO,320.0,prontuario,stimata,211.98,1.51,,,,320.0
SIBARI,MESSINA CENTRALE,374.0,prontuario,stimata,190.36,1.96,,,,374.0
SIBARI,METAPONTO,79.02,rinf,ufficiale,75.33,1.05,79.02,,79.89,79.0
SIBARI,MIRTO CROSIA,37.88,rinf,ufficiale,31.83,1.19,37.878,,39.19,
SIBARI,MONGRASSANO CERVICATI,37.85,rinf,ufficiale,30.82,1.23,37.85,,37.89,
SIBARI,PAOLA,75.57,rinf,ufficiale,56.24,1.34,75.568,,75.28,93.0
SIBARI,PM MONTALTO ROSE,53.76,rinf,ufficiale,,,53.762,,,
SIBARI,REGGIO CALABRIA CENTRALE,249.42,osm,stimata,196.24,1.27,,,249.42,350.0
SIBARI,REGGIO DI CALABRIA CENTRALE,249.55,rinf,ufficiale,196.24,1.27,249.546,,249.42,
SIBARI,ROCCABERNARDA,143.82,rinf,ufficiale,,,143.825,,,
SIBARI,ROCCELLA JONICA,238.0,prontuario,stimata,158.74,1.5,,,,238.0
SIBARI,ROMA TERMINI,552.06,rinf,ufficiale,409.87,1.35,552.059,,552.64,
SIBARI,ROSARNO,232.0,prontuario,stimata,146.31,1.59,,,,232.0
SIBARI,ROSSANO,25.98,rinf,ufficiale,22.68,1.15,25.979,,27.25,26.0
SIBARI,S MARCO ROGGIANO,29.37,rinf,ufficiale,26.56,1.11,29.37,,29.4,
SIBARI,SIDERNO,250.0,prontuario,stimata,164.94,1.52,,,,250.0
SIBARI,SIMERI CRICHI,161.21,rinf,ufficiale,98.87,1.63,161.209,,162.99,
SIBARI,SIRACUSA,556.0,prontuario,stimata,315.46,1.76,,,,556.0
SIBARI,SOVERATO,191.0,prontuario,stimata,118.69,1.61,,,,191.0
SIBARI,SPEZZANO ALBANESE TERME,16.04,rinf,ufficiale,15.16,1.06,16.042,,16.11,
SIBARI,SPINAZZOLA,154.0,prontuario,stimata,137.5,1.12,,,,154.0
SIBARI,STRONGOLI,96.58,rinf,ufficiale,80.55,1.2,96.583,,98.15,
SIBARI,TAORMINA – GIARDINI,422.0,prontuario,stimata,,,,,,422.0
SIBARI,TARANTO,122.24,rinf,ufficiale,104.54,1.17,122.237,,122.81,123.0
SIBARI,TORANO LATTARICO,43.04,rinf,ufficiale,35.3,1.22,43.04,,43.09,
SIBARI,TORRE MELISSA,87.95,rinf,ufficiale,74.67,1.18,87.95,,89.47,
SIBARI,TREBISACCE,14.54,rinf,ufficiale,14.47,1.0,14.536,,14.58,15.0
SIBARI,TRENTO,814.35,rinf,ufficiale,826.13,0.99,814.35,,1030.27,
SIBARI,VERONA PORTA NUOVA,944.17,osm,stimata,773.98,1.22,728.008,,944.17,
SIBARI,VILLA S GIOVANNI,235.46,rinf,ufficiale,184.64,1.28,235.458,,235.34,279.0
SICIGNANO D A,AVERSA,124.0,prontuario,stimata,,,,,,124.0
SICIGNANO D A,BARAGIANO – RUOTI,32.0,prontuario,stimata,,,,,,32.0
SICIGNANO D A,BATTIPAGLIA,31.0,prontuario,stimata,,,,,,31.0
SICIGNANO D A,BELLA – MURO,29.0,prontuario,stimata,,,,,,29.0
SICIGNANO D A,BIVIO S LUCIA,62.0,prontuario,stimata,,,,,,62.0
SICIGNANO D A,EBOLI,25.0,prontuario,stimata,,,,,,25.0
SICIGNANO D A,FERRANDINA P M,130.0,prontuario,stimata,,,,,,130.0
SICIGNANO D A,FORMIA,190.0,prontuario,stimata,,,,,,190.0
SICIGNANO D A,GINOSA,178.0,prontuario,stimata,,,,,,178.0
SICIGNANO D A,GRASSANO – G – T,92.0,prontuario,stimata,,,,,,92.0
SICIGNANO D A,LATINA,257.0,prontuario,stimata,,,,,,257.0
SICIGNANO D A,METAPONTO,168.0,prontuario,stimata,,,,,,168.0
SICIGNANO D A,NAPOLI CENTRALE,105.0,prontuario,stimata,,,,,,105.0
SICIGNANO D A,NOCERA INFERIORE,68.0,prontuario,stimata,,,,,,68.0
SICIGNANO D A,PICERNO,44.0,prontuario,stimata,,,,,,44.0
SICIGNANO D A,PISTICCI,143.0,prontuario,stimata,,,,,,143.0
SICIGNANO D A,POMPEI,79.0,prontuario,stimata,,,,,,79.0
SICIGNANO D A,POTENZA INFERIORE,61.0,prontuario,stimata,,,,,,61.0
SICIGNANO D A,ROMA TERMINI,319.0,prontuario,stimata,,,,,,319.0
SICIGNANO D A,SALERNO,51.0,prontuario,stimata,,,,,,51.0
SICIGNANO D A,TARANTO,212.0,prontuario,stimata,,,,,,212.0
SICIGNANO D A,VILLA LITERNO,138.0,prontuario,stimata,,,,,,138.0
SICIGNANO DEGLI ALBURNI,BATTIPAGLIA,30.81,rinf,ufficiale,26.0,1.18,30.81,,30.86,
SICIGNANO DEGLI ALBURNI,NAPOLI CENTRALE,101.8,rinf,ufficiale,90.07,1.13,101.799,,102.22,
SICIGNANO DEGLI ALBURNI,SALERNO,50.51,rinf,ufficiale,44.42,1.14,50.513,,50.79,
SIDERNO,AUGUSTA,275.0,prontuario,stimata,148.74,1.85,,,,275.0
SIDERNO,BARI CENTRALE,488.0,prontuario,stimata,320.3,1.52,,,,488.0
SIDERNO,CARIATI,193.0,prontuario,stimata,147.47,1.31,,,,193.0
SIDERNO,CATANIA CENTRALE,219.0,prontuario,stimata,135.45,1.62,,,,219.0
SIDERNO,CATANZARO LIDO,77.21,rinf,ufficiale,66.98,1.15,77.211,,77.39,78.0
SIDERNO,CIRÒ,170.0,prontuario,stimata,,,,,,170.0
SIDERNO,CORIGLIANO CALABRO,236.0,prontuario,stimata,152.06,1.55,,,,236.0
SIDERNO,CROTONE,138.0,prontuario,stimata,114.39,1.21,,,,138.0
SIDERNO,GIOIA DEL COLLE,434.0,prontuario,stimata,285.85,1.52,,,,434.0
SIDERNO,LAMEZIA TERME CENTRALE,120.37,rinf,ufficiale,72.45,1.66,120.371,,121.61,
SIDERNO,LENTINI DIRAMAZIONE,242.0,prontuario,stimata,,,,,,242.0
SIDERNO,LOCRI,5.0,incerta,sospetta,5.3,0.94,,,,5.0
SIDERNO,MELITO DI PORTO SALVO,70.0,prontuario,stimata,60.24,1.16,,,,70.0
SIDERNO,MESSINA CENTRALE,124.0,prontuario,stimata,65.43,1.9,,,,124.0
SIDERNO,METAPONTO,329.0,prontuario,stimata,237.41,1.39,,,,329.0
SIDERNO,REGGIO CALABRIA CENTRALE,100.0,prontuario+conferma,confermata,61.1,1.64,,,100.71,100.0
SIDERNO,REGGIO DI CALABRIA CENTRALE,100.34,rinf,ufficiale,61.1,1.64,100.339,,100.71,
SIDERNO,ROCCELLA JONICA,11.26,rinf,ufficiale,10.8,1.04,11.26,,11.32,12.0
SIDERNO,ROSSANO,224.0,prontuario,stimata,151.0,1.48,,,,224.0
SIDERNO,SIBARI,250.0,prontuario,stimata,164.94,1.52,,,,250.0
SIDERNO,SIRACUSA,306.0,prontuario,stimata,161.14,1.9,,,,306.0
SIDERNO,SOVERATO,59.0,prontuario,stimata,50.78,1.16,,,,59.0
SIDERNO,SPINAZZOLA,404.0,prontuario,stimata,298.86,1.35,,,,404.0
SIDERNO,TAORMINA – GIARDINI,172.0,prontuario,stimata,,,,,,172.0
SIDERNO,TARANTO,373.0,prontuario,stimata,258.48,1.44,,,,373.0
SIDERNO,TREBISACCE,265.0,prontuario,stimata,178.44,1.49,,,,265.0
SIDERNO,VILLA S GIOVANNI,115.0,prontuario,stimata,58.62,1.96,,,,115.0
SIENA,ARBIA,9.71,rinf,ufficiale,7.93,1.23,9.714,9.72,9.79,
SIENA,ASCIANO,31.67,rinf,ufficiale,23.37,1.36,31.671,31.74,31.83,
SIENA,BARBERINO VAL D ELSA,29.93,osm,stimata,25.3,1.18,,,29.93,
SIENA,BIVIO/PC SAMMINIATELLO,70.91,rinf,ufficiale,,,70.906,,,
SIENA,BUONCONVENTO,28.78,rinf,ufficiale,25.4,1.13,28.781,28.75,29.12,29.0
SIENA,CASTELFIORENTINO,46.76,rinf,ufficiale,41.78,1.12,46.761,47.23,46.84,
SIENA,CASTELLINA CH,14.14,gtfs,misurata,12.39,1.14,,14.14,14.23,
SIENA,CASTELLINA IN CHIANTI MONTERIGGIONI,14.23,rinf,ufficiale,12.39,1.15,14.233,,14.23,
SIENA,CASTELNUOVO BERARDENGA,16.63,rinf,ufficiale,13.4,1.24,16.632,,16.7,
SIENA,CERTALDO,38.15,rinf,ufficiale,33.23,1.15,38.152,38.6,38.23,
SIENA,CHIUSI C T,88.96,gtfs_cammino+conferma,confermata,63.16,1.41,,88.96,89.09,
SIENA,CHIUSI CHIANCIANO TERME,89.0,rinf,ufficiale,63.16,1.41,88.996,,89.09,
SIENA,EMPOLI,63.01,rinf,ufficiale,52.27,1.21,63.01,62.96,63.12,63.0
SIENA,FIRENZE RIFREDI,90.79,rinf,ufficiale,51.1,1.78,90.793,90.43,92.27,
SIENA,FIRENZE S MARIA NOVELLA,93.56,rinf,ufficiale,49.81,1.88,93.56,93.2,93.48,
SIENA,GRANAIOLO,52.47,rinf,ufficiale,46.89,1.12,52.472,52.91,52.53,
SIENA,GROSSETO,100.64,rinf,ufficiale,65.16,1.54,100.642,100.68,251.7,102.0
SIENA,MONTE ANTICO,55.85,rinf,ufficiale,39.08,1.43,55.849,55.85,56.57,56.0
SIENA,MONTELUPO CAPRAIA,69.23,rinf,ufficiale,50.95,1.36,69.229,,69.34,
SIENA,MONTEPASCALI,90.0,prontuario,stimata,,,,,,90.0
SIENA,MONTEPESCALI,88.88,rinf,ufficiale,53.51,1.66,88.876,88.92,87.54,
SIENA,MONTEPULCIANO,70.18,rinf,ufficiale,48.1,1.46,70.177,70.19,70.01,
SIENA,MONTERONI D ARBIA,16.23,rinf,ufficiale,13.78,1.18,16.228,,16.43,
SIENA,P M BADESSE,7.86,gtfs,misurata,,,,7.86,,
SIENA,POGGIBONSI,25.05,gtfs,misurata,20.47,1.22,,25.05,25.07,
SIENA,POGGIBONSI S GIMIGNANO,25.14,rinf,ufficiale,20.65,1.22,25.141,,25.25,
SIENA,PONTE A ELSA,58.3,rinf,ufficiale,52.6,1.11,58.301,58.75,58.04,
SIENA,RAPOLANO TERME,37.95,rinf,ufficiale,25.81,1.47,37.954,37.97,41.72,
SIENA,RIGOMAGNO,50.56,rinf,ufficiale,32.1,1.57,50.557,50.57,50.63,
SIENA,ROCCASTRADA,72.01,rinf,ufficiale,42.9,1.68,72.01,72.07,72.72,
SIENA,ROMA OSTIENSE,234.84,rinf,ufficiale,188.17,1.25,234.838,258.35,235.96,
SIENA,ROMA TERMINI,231.98,rinf,ufficiale,186.0,1.25,231.976,251.23,233.52,
SIENA,S ANGELO CINIGIANO,62.22,rinf,ufficiale,41.67,1.49,62.217,,62.15,
SIENA,SIENA ZONA INDUSTRIALE,10.62,rinf,ufficiale,8.59,1.24,10.618,,10.78,
SIENA,SINALUNGA,56.36,rinf,ufficiale,36.49,1.54,56.359,56.36,56.54,
SIENA ZONA INDUSTRIALE,FIRENZE S MARIA NOVELLA,104.18,rinf,ufficiale,57.79,1.8,104.178,,104.27,
SILIQUA,CAGLIARI,29.72,rinf,ufficiale,26.87,1.11,29.724,,,
SILLIAN,S CANDIDO,5.0,prontuario,stimata,,,,,,5.0
SILLIAN,VERSCIACO – ELMO,8.0,prontuario,stimata,,,,,,8.0
SILLIAN,WEITLANBRUNN,2.0,prontuario,stimata,,,,,,2.0
SINALUNGA,CASTELNUOVO BERARDENGA,39.73,rinf,ufficiale,23.33,1.7,39.727,,39.84,
SINALUNGA,CHIUSI C T,32.55,osm+conferma,confermata,29.38,1.11,,32.6,32.55,
SINALUNGA,CHIUSI CHIANCIANO TERME,32.64,rinf,ufficiale,29.38,1.11,32.637,,32.55,
SINALUNGA,EMPOLI,119.37,rinf,ufficiale,84.91,1.41,119.369,119.32,119.66,
SINALUNGA,SIENA,56.36,rinf,ufficiale,36.49,1.54,56.359,56.36,56.54,
SIPICCIANO,ORTE,19.0,rinf,ufficiale,17.28,1.1,18.998,,18.64,
SIPICCIANO,VITERBO PORTA FIORENTINA,33.65,rinf,ufficiale,18.12,1.86,33.654,,33.7,
SIRACUSA,ACIREALE,96.01,rinf,ufficiale,60.24,1.59,96.008,,95.46,
SIRACUSA,ACQUAFREDDA,352.66,rinf,ufficiale,332.1,1.06,352.657,,,
SIRACUSA,ALCANTARA,124.97,osm,stimata,84.33,1.48,77.506,,124.97,
SIRACUSA,AUGUSTA,26.92,rinf,ufficiale,20.92,1.29,26.916,,27.09,31.0
SIRACUSA,AVERSA,,nessuna,sospetta,444.41,,398.611,,,
SIRACUSA,AVOLA,25.74,rinf,ufficiale,22.61,1.14,25.742,,25.93,
SIRACUSA,BARI CENTRALE,794.0,prontuario,stimata,470.99,1.69,,,,794.0
SIRACUSA,BATTIPAGLIA,,nessuna,sospetta,394.77,,310.533,,,
SIRACUSA,BICOCCA,75.53,rinf,ufficiale,49.14,1.54,75.527,,75.94,
SIRACUSA,BOLOGNA CENTRALE,,nessuna,sospetta,891.55,,608.577,,,
SIRACUSA,BRUCOLI,33.8,rinf,ufficiale,,,33.799,,,
SIRACUSA,CALTAGIRONE,126.34,rinf,ufficiale,69.89,1.81,126.338,,127.58,115.0
SIRACUSA,CALTANISSETTA XIRBI,182.89,rinf,ufficiale,120.87,1.51,182.886,,182.9,
SIRACUSA,CANNIZZARO,88.77,rinf,ufficiale,55.56,1.6,88.771,,88.92,
SIRACUSA,CAPACCIO ROCCADASPIDE,,nessuna,sospetta,377.79,,328.212,,,
SIRACUSA,CARIATI,499.0,prontuario,stimata,307.01,1.63,,,,499.0
SIRACUSA,CASERTA,,nessuna,sospetta,452.96,,391.854,,,
SIRACUSA,CASSIBILE,16.65,rinf,ufficiale,,,16.654,,,
SIRACUSA,CATANIA ACQUICELLA,80.07,rinf,ufficiale,51.29,1.56,80.072,,80.49,
SIRACUSA,CATANIA CENTRALE,82.95,rinf,ufficiale,52.01,1.59,82.954,,83.38,87.0
SIRACUSA,CATANZARO LIDO,384.0,prontuario,stimata,227.37,1.69,,,,384.0
SIRACUSA,CIRÒ,476.0,prontuario,stimata,,,,,,476.0
SIRACUSA,COMISO,144.41,rinf,ufficiale,62.48,2.31,144.408,,145.4,
SIRACUSA,CORIGLIANO CALABRO,542.0,prontuario,stimata,304.53,1.78,,,,542.0
SIRACUSA,CROTONE,444.0,prontuario,stimata,275.41,1.61,,,,444.0
SIRACUSA,DIAMANTE BUONVICINO,308.09,rinf,ufficiale,294.29,1.05,308.088,,,
SIRACUSA,DONNAFUGATA,130.77,rinf,ufficiale,67.07,1.95,130.771,,131.68,
SIRACUSA,ENNA,156.71,rinf,ufficiale,105.42,1.49,156.706,,156.71,
SIRACUSA,FIDENZA,,nessuna,sospetta,971.81,,712.666,,,
SIRACUSA,FIRENZE CAMPO MARTE,,nessuna,sospetta,820.46,,702.141,,,
SIRACUSA,FIUMEFREDDO DI SICILIA,82.92,rinf,ufficiale,81.73,1.01,82.915,,119.66,
SIRACUSA,FORMIA GAETA,,nessuna,sospetta,488.45,,464.871,,,
SIRACUSA,GALATI,166.34,osm,stimata,117.29,1.42,44.584,,166.34,
SIRACUSA,GELA,181.36,rinf,ufficiale,91.32,1.99,181.356,,182.68,69.0
SIRACUSA,GENOVA BRIGNOLE,,nessuna,sospetta,975.2,,740.92,,,
SIRACUSA,GIAMPILIERI,161.17,osm,stimata,112.47,1.43,41.531,,161.17,
SIRACUSA,GIARRE RIPOSTO,91.14,rinf,ufficiale,70.09,1.3,91.137,,106.98,
SIRACUSA,GIOIA DEL COLLE,740.0,prontuario,stimata,438.37,1.69,,,,740.0
SIRACUSA,GIOIA TAURO,390.11,rinf,ufficiale,160.39,2.43,390.11,,,
SIRACUSA,ISPICA,53.35,rinf,ufficiale,46.0,1.16,53.349,,53.7,
SIRACUSA,LATINA,532.28,rinf,ufficiale,536.75,0.99,532.276,,,
SIRACUSA,LENTINI,54.41,rinf,ufficiale,36.89,1.48,54.413,,54.68,
SIRACUSA,LENTINI DIR,182.0,prontuario,stimata,,,,,,182.0
SIRACUSA,LENTINI DIRAMAZIONE,60.06,rinf,ufficiale,,,60.065,,,64.0
SIRACUSA,LETOJANNI,134.27,osm,stimata,90.49,1.48,68.243,,134.27,
SIRACUSA,LOCRI,301.0,prontuario,stimata,155.86,1.93,,,,301.0
SIRACUSA,LODI,,nessuna,sospetta,1036.36,,783.597,,,
SIRACUSA,MELITO DI PORTO SALVO,236.0,prontuario,stimata,104.33,2.26,,,,236.0
SIRACUSA,MESSINA CENTRALE,176.56,osm+conferma,confermata,126.99,1.39,54.763,,176.56,182.0
SIRACUSA,METAPONTO,635.0,prontuario,stimata,390.6,1.63,,,,635.0
SIRACUSA,MILANO CENTRALE,,nessuna,sospetta,1064.9,,814.515,,,
SIRACUSA,MILAZZO,205.67,osm,stimata,126.1,1.63,83.379,,205.67,
SIRACUSA,MODICA,91.7,rinf,ufficiale,52.98,1.73,91.698,,92.27,
SIRACUSA,NAPOLI CAMPI FLEGREI,,nessuna,sospetta,428.53,,390.251,,,
SIRACUSA,NAPOLI CENTRALE,,nessuna,sospetta,430.39,,381.522,,,
SIRACUSA,NOTO,32.24,rinf,ufficiale,27.73,1.16,32.241,,32.49,
SIRACUSA,PALERMO CENTRALE,274.97,rinf,ufficiale,205.41,1.34,274.973,,309.12,
SIRACUSA,PAOLA,266.75,rinf,ufficiale,263.39,1.01,266.748,,,
SIRACUSA,PIACENZA,,nessuna,sospetta,1003.42,,747.735,,,
SIRACUSA,POMEZIA S PALOMBA,569.34,rinf,ufficiale,566.44,1.01,569.344,,,
SIRACUSA,POZZALLO,61.76,rinf,ufficiale,53.76,1.15,61.758,,62.15,
SIRACUSA,PRAJA AJETA TORTORA,334.47,rinf,ufficiale,318.35,1.05,334.468,,,
SIRACUSA,PRIOLO MELILLI,13.63,rinf,ufficiale,13.26,1.03,13.633,,13.74,
SIRACUSA,RAGUSA,111.24,rinf,ufficiale,52.52,2.12,111.243,,112.04,
SIRACUSA,RAGUSA IBLA,102.46,rinf,ufficiale,,,102.462,,,
SIRACUSA,REGGIO CALABRIA CENTRALE,206.0,prontuario,stimata,119.63,1.72,,,,206.0
SIRACUSA,ROCCALUMERA MANDANICI,147.97,osm,stimata,101.5,1.46,54.63,,147.97,
SIRACUSA,ROCCELLA JONICA,318.0,prontuario,stimata,171.06,1.86,,,,318.0
SIRACUSA,ROMA TERMINI,590.02,rinf,ufficiale,588.59,1.0,590.023,,,
SIRACUSA,ROMA TIBURTINA,588.71,rinf,ufficiale,588.31,1.0,588.708,,,
SIRACUSA,ROSARNO,380.23,rinf,ufficiale,169.39,2.24,380.225,,,
SIRACUSA,ROSOLINI,47.74,rinf,ufficiale,40.62,1.18,47.739,,48.06,
SIRACUSA,ROSSANO,530.0,prontuario,stimata,305.98,1.73,,,,530.0
SIRACUSA,S MARCELLINO FRIGNANO,,nessuna,sospetta,447.33,,403.39,,,
SIRACUSA,S PAOLO,162.29,osm,stimata,113.39,1.43,40.47,,162.29,
SIRACUSA,S TERESA DI RIVA,144.19,osm,stimata,98.36,1.47,58.37,,144.19,
SIRACUSA,S TERESA LONGARINI,9.04,rinf,ufficiale,,,9.042,,,
SIRACUSA,SALERNO,,nessuna,sospetta,404.08,,330.236,,,
SIRACUSA,SAMPIERI,71.71,rinf,ufficiale,60.86,1.18,71.713,,72.16,
SIRACUSA,SAPRI,358.96,rinf,ufficiale,336.44,1.07,358.96,,,
SIRACUSA,SCALEA S DOMENICA TALAO,323.58,rinf,ufficiale,308.44,1.05,323.58,,,
SIRACUSA,SCICLI,81.99,rinf,ufficiale,60.64,1.35,81.99,,82.5,
SIRACUSA,SEZZE ROMANO,523.07,rinf,ufficiale,529.43,0.99,523.073,,,
SIRACUSA,SIBARI,556.0,prontuario,stimata,315.46,1.76,,,,556.0
SIRACUSA,SIDERNO,306.0,prontuario,stimata,161.14,1.9,,,,306.0
SIRACUSA,SOVERATO,365.0,prontuario,stimata,211.46,1.73,,,,365.0
SIRACUSA,SPARAGOGNA,118.07,rinf,ufficiale,,,118.073,,,
SIRACUSA,SPINAZZOLA,710.0,prontuario,stimata,437.97,1.62,,,,710.0
SIRACUSA,TAORMINA,129.94,osm,stimata,87.86,1.48,,,129.94,
SIRACUSA,TAORMINA GIARDINI,129.29,osm,stimata,86.93,1.49,73.186,,129.29,
SIRACUSA,TAORMINA – GIARDINI,134.0,prontuario,stimata,,,,,,134.0
SIRACUSA,TARANTO,679.0,prontuario,stimata,415.59,1.63,,,,679.0
SIRACUSA,TARGIA,6.6,rinf,ufficiale,6.36,1.04,6.596,,6.7,
SIRACUSA,TERMINI IMERESE,238.56,rinf,ufficiale,173.0,1.38,238.558,,272.65,
SIRACUSA,TORINO PORTA NUOVA,,nessuna,sospetta,1093.45,,804.623,,,
SIRACUSA,TORTONA,,nessuna,sospetta,1024.05,,735.367,,,
SIRACUSA,TREBISACCE,571.0,prontuario,stimata,329.81,1.73,,,,571.0
SIRACUSA,VALLO DELLA LUCANIA CASTELNUOVO,360.6,rinf,ufficiale,352.19,1.02,360.602,,,
SIRACUSA,VENTIMIGLIA,,nessuna,sospetta,990.51,,869.335,,,
SIRACUSA,VILLA LITERNO,,nessuna,sospetta,450.75,,412.946,,,
SIRACUSA,VILLA S GIOVANNI,191.0,prontuario,stimata,131.75,1.45,426.638,,,191.0
SIRACUSA,VITTORIA,152.22,rinf,ufficiale,68.82,2.21,152.219,,153.23,
SIZZANO,NOVARA,21.33,rinf,ufficiale,20.11,1.06,21.332,,21.56,
SNCF,MENTON,73.0,prontuario,stimata,,,,,,73.0
SNCF,MENTON GARAVAN,75.0,prontuario,stimata,,,,,,75.0
SNCF,VENTIMIGLIA,76.0,prontuario,stimata,,,,,,76.0
SNCF GIUBIASCO,A BELLINZONA,3.0,prontuario,stimata,,,,,,3.0
SNCF GIUBIASCO,BARDONECCHIA,30.0,prontuario,stimata,,,,,,30.0
SNCF GIUBIASCO,MODANE,19.0,prontuario,stimata,,,,,,19.0
SOLAROLO,BOLOGNA CENTRALE,47.39,rinf,ufficiale,43.27,1.1,47.394,,48.89,
