partenza,arrivo,km
ROMA TERMINI,S GIORGIO DI NOGARO,590.802
ROMA TERMINI,S GIOVANNI VALDARNO,228.656
ROMA TERMINI,S LORENZO MAGGIORE,243.673
ROMA TERMINI,S MARCELLINO FRIGNANO,189.747
ROMA TERMINI,S MARIA CAPUA VETERE,191.901
ROMA TERMINI,S MARINELLA,69.056
ROMA TERMINI,S SEVERA,59.88
ROMA TERMINI,S VINCENZO,254.847
ROMA TERMINI,SACILE,564.703
ROMA TERMINI,SALERNO,260.086
ROMA TERMINI,SAPRI,384.724
ROMA TERMINI,SAVONA,533.61
ROMA TERMINI,SCALEA S DOMENICA TALAO,420.001
ROMA TERMINI,SESSA AURUNCA R,153.016
ROMA TERMINI,SESSA AURUNCA ROCCAMONFINA,153.265
ROMA TERMINI,SESTRI LEVANTE,446.44
ROMA TERMINI,SEZZE ROMANO,70.084
ROMA TERMINI,SGURGOLA,65.391
ROMA TERMINI,SIBARI,552.636
ROMA TERMINI,SICIGNANO DEGLI ALBURNI,310.877
ROMA TERMINI,SIENA,233.518
ROMA TERMINI,SOLOPACA,235.76
ROMA TERMINI,SPELLO,154.633
ROMA TERMINI,SPOLETO,124.666
ROMA TERMINI,SULMONA,172.544
ROMA TERMINI,TAGGIA ARMA,611.148
ROMA TERMINI,TAGLIACOZZO,91.767
ROMA TERMINI,TARANTO,522.347
ROMA TERMINI,TARQUINIA,97.885
ROMA TERMINI,TARVISIO BOSCOVERDE,715.126
ROMA TERMINI,TELESE CERRETO,231.549
ROMA TERMINI,TERNI,95.341
ROMA TERMINI,TERONTOLA CORTONA,172.952
ROMA TERMINI,TITO,361.285
ROMA TERMINI,TIVOLI,39.922
ROMA TERMINI,TORINO LINGOTTO,646.217
ROMA TERMINI,TORINO PORTA NUOVA,650.4
ROMA TERMINI,TORINO PORTA SUSA,651.972
ROMA TERMINI,TORINO STURA,657.922
ROMA TERMINI,TORRE ANNUNZIATA CENTRALE,233.311
ROMA TERMINI,TORRICOLA,12.034
ROMA TERMINI,TRENTO,551.917
ROMA TERMINI,TREVIGLIO,580.308
ROMA TERMINI,TREVISO C,525.393
ROMA TERMINI,TRIESTE CENTRALE,645.183
ROMA TERMINI,TRINITAPOLI S FERDINANDO DI PUGLIA,407.783
ROMA TERMINI,UDINE,626.213
ROMA TERMINI,VAIRANO,167.896
ROMA TERMINI,VAIRANO CAIANELLO,167.896
ROMA TERMINI,VALLE DELL ANIENE MANDELA SAMBUCI,54.086
ROMA TERMINI,VALLE DI MADDALONI,212.195
ROMA TERMINI,VALLO DELLA LUC CASTELNUOVO,330.145
ROMA TERMINI,VELLETRI,41.223
ROMA TERMINI,VENAFRO,162.929
ROMA TERMINI,VENEZIA MESTRE,501.579
ROMA TERMINI,VENEZIA S LUCIA,509.463
ROMA TERMINI,VENTIMIGLIA,633.865
ROMA TERMINI,VERNIO MONTEPIANO CANTAGALLO,296.313
ROMA TERMINI,VERONA PORTA NUOVA,465.823
ROMA TERMINI,VERONA PORTA VESCOVO,469.189
ROMA TERMINI,VEZZANO LIGURE,397.502
ROMA TERMINI,VIAREGGIO,351.482
ROMA TERMINI,VIBO MARINA,563.75
ROMA TERMINI,VIBO VALENTIA PIZZO,560.624
ROMA TERMINI,VICENZA,500.195
ROMA TERMINI,VILLA LITERNO,180.156
ROMA TERMINI,VILLA S GIOVANNI,639.928
ROMA TERMINI,VITERBO PORTA FIORENTINA,95.677
ROMA TERMINI,ZAGAROLO,34.745
ROMA TIBURTINA,ALBANO LAZIALE,28.388
ROMA TIBURTINA,ANCONA,273.337
ROMA TIBURTINA,ANVERSA VILLALAGO SCANNO,161.035
ROMA TIBURTINA,AREZZO,194.442
ROMA TIBURTINA,AVERSA,194.603
ROMA TIBURTINA,AVEZZANO,106.169
ROMA TIBURTINA,BAGNI DI TIVOLI,19.16
ROMA TIBURTINA,BENEVENTO,256.036
ROMA TIBURTINA,BOIANO,213.37
ROMA TIBURTINA,BOLOGNA CENTRALE,347.834
ROMA TIBURTINA,BOLZANO,602.883
ROMA TIBURTINA,BRACCIANO,47.605
ROMA TIBURTINA,CAMPOBASSO,243.076
ROMA TIBURTINA,CAMPOLEONE,33.463
ROMA TIBURTINA,CANCELLO,208.398
ROMA TIBURTINA,CAPRANICA,69.444
ROMA TIBURTINA,CAPRANICA SUTRI,71.08
ROMA TIBURTINA,CARSOLI,73.486
ROMA TIBURTINA,CASERTA,196.59
ROMA TIBURTINA,CASSINO,134.367
ROMA TIBURTINA,CASTEL MADAMA,46.142
ROMA TIBURTINA,CASTELFRANCO VENETO,496.25
ROMA TIBURTINA,CECCHINA,28.388
ROMA TIBURTINA,CESANO DI ROMA,36.06
ROMA TIBURTINA,CHIUSI C T,139.837
ROMA TIBURTINA,CHIUSI CHIANCIANO TERME,139.837
ROMA TIBURTINA,CIAMPINO,16.838
ROMA TIBURTINA,CISTERNA DI LATINA,49.957
ROMA TIBURTINA,CIVITA CASTELLANA MAGLIANO,65.36
ROMA TIBURTINA,CIVITAVECCHIA,78.424
ROMA TIBURTINA,COLLEFERRO SEGNI PALIANO,53.73
ROMA TIBURTINA,CONTIGLIANO,123.185
ROMA TIBURTINA,FABRIANO,203.321
ROMA TIBURTINA,FARA SABINA,33.24
ROMA TIBURTINA,FARA SABINA MONTELIBRETTI,32.78
ROMA TIBURTINA,FIGLINE VALDARNO,231.646
ROMA TIBURTINA,FIRENZE CAMPO MARTE,253.169
ROMA TIBURTINA,FIRENZE RIFREDI,257.044
ROMA TIBURTINA,FIRENZE S MARIA NOVELLA,257.575
ROMA TIBURTINA,FIUMICINO AEROPORTO,32.282
ROMA TIBURTINA,FOLIGNO,145.129
ROMA TIBURTINA,FORMIA GAETA,128.34
ROMA TIBURTINA,FRASCATI,20.415
ROMA TIBURTINA,FROSINONE,81.985
ROMA TIBURTINA,GENOVA P PRINCIPE,492.254
ROMA TIBURTINA,ISERNIA,185.877
ROMA TIBURTINA,JESI,246.672
ROMA TIBURTINA,LA STORTA,27.193
ROMA TIBURTINA,LADISPOLI CERVETERI,47.967
ROMA TIBURTINA,LANUVIO,32.391
ROMA TIBURTINA,LATINA,60.972
ROMA TIBURTINA,LECCE,616.128
ROMA TIBURTINA,LORETO,296.984
ROMA TIBURTINA,LUNGHEZZA,10.516
ROMA TIBURTINA,MANDELA SAMBUCI,52.514
ROMA TIBURTINA,MANZIANA CANALE MONTERANO,56.848
ROMA TIBURTINA,MARCELLINA PALOMBARA,32.434
ROMA TIBURTINA,MILANO CENTRALE,558.197
ROMA TIBURTINA,MILANO ROGOREDO,553.47
ROMA TIBURTINA,MINTURNO,138.365
ROMA TIBURTINA,MINTURNO SCAURI,138.365
ROMA TIBURTINA,MONTE S BIAGIO TERRACINA MARE,102.829
ROMA TIBURTINA,MONTEROTONDO MENTANA,21.212
ROMA TIBURTINA,NAPOLI AFRAGOLA,219.945
ROMA TIBURTINA,NAPOLI CENTRALE,213.776
ROMA TIBURTINA,NETTUNO,59.108
ROMA TIBURTINA,ORIOLO,61.796
ROMA TIBURTINA,ORTE,63.854
ROMA TIBURTINA,PAVONA,23.25
ROMA TIBURTINA,PERUGIA,184.704
ROMA TIBURTINA,PESCARA,239.508
ROMA TIBURTINA,POGGIO MIRTETO,44.172
ROMA TIBURTINA,PONTE GALERIA,23.15
ROMA TIBURTINA,POPOLI VITTORITO,186.206
ROMA TIBURTINA,PRATO CENTRALE,271.237
ROMA TIBURTINA,PRIVERNO FOSSANOVA,85.346
ROMA TIBURTINA,QUATTRO VENTI,10.376
ROMA TIBURTINA,REGGIO DI CALABRIA CENTRALE,652.437
ROMA TIBURTINA,RIETI,131.805
ROMA TIBURTINA,ROCCA D EVANDRO,143.978
ROMA TIBURTINA,ROCCA RAVINDOLA,167.792
ROMA TIBURTINA,ROMA MONTE MARIO,18.622
ROMA TIBURTINA,ROMA OSTIENSE,7.336
ROMA TIBURTINA,ROMA PRENESTINA,2.9
ROMA TIBURTINA,ROMA S FILIPPO NERI,19.592
ROMA TIBURTINA,ROMA S PIETRO,12.555
ROMA TIBURTINA,ROMA SMISTAMENTO,2.363
ROMA TIBURTINA,ROMA TERMINI,4.891
ROMA TIBURTINA,ROMA TRASTEVERE,9.047
ROMA TIBURTINA,ROMA TUSCOLANA,3.859
ROMA TIBURTINA,ROVIANO,60.722
ROMA TIBURTINA,S GENNARO,36.036
ROMA TIBURTINA,S GIOVANNI VALDARNO,224.065
ROMA TIBURTINA,SAVONA,534.047
ROMA TIBURTINA,SERENISSIMA,3.905
ROMA TIBURTINA,SESTRI LEVANTE,446.876
ROMA TIBURTINA,SULMONA,170.972
ROMA TIBURTINA,TAGLIACOZZO,90.195
ROMA TIBURTINA,TARVISIO BOSCOVERDE,710.535
ROMA TIBURTINA,TERNI,90.75
ROMA TIBURTINA,TERONTOLA CORTONA,168.361
ROMA TIBURTINA,TIVOLI,38.35
ROMA TIBURTINA,TORANO LATTARICO,507.974
ROMA TIBURTINA,TORINO PORTA NUOVA,650.836
ROMA TIBURTINA,TRIESTE CENTRALE,640.592
ROMA TIBURTINA,UDINE,621.622
ROMA TIBURTINA,VAL D ALA,4.056
ROMA TIBURTINA,VALLE DELL ANIENE MANDELA SAMBUCI,52.514
ROMA TIBURTINA,VELLETRI,41.291
ROMA TIBURTINA,VENAFRO,161.357
ROMA TIBURTINA,VENEZIA MESTRE,496.988
ROMA TIBURTINA,VENEZIA S LUCIA,504.871
ROMA TIBURTINA,VERONA PORTA NUOVA,461.232
ROMA TIBURTINA,VETRALLA,84.487
ROMA TIBURTINA,VILLA LITERNO,180.225
ROMA TIBURTINA,VITERBO PORTA FIORENTINA,96.113
ROMA TIBURTINA,VITERBO PORTA ROMANA,94.498
ROMA TIBURTINA,ZAGAROLO,34.813
ROMA TUSCOLANA,ALBANO LAZIALE,26.529
ROMA TUSCOLANA,BRACCIANO,43.745
ROMA TUSCOLANA,CAMPO DI CARNE,42.166
ROMA TUSCOLANA,CAMPOLEONE,31.604
ROMA TUSCOLANA,CASSINO,135.776
ROMA TUSCOLANA,CECCHINA,26.529
ROMA TUSCOLANA,CESANO DI ROMA,32.2
ROMA TUSCOLANA,CIAMPINO,14.979
ROMA TUSCOLANA,CIVITAVECCHIA,74.565
ROMA TUSCOLANA,FARA SABINA,36.797
ROMA TUSCOLANA,FARA SABINA MONTELIBRETTI,36.337
ROMA TUSCOLANA,FIUMICINO AEROPORTO,28.423
ROMA TUSCOLANA,FORMIA GAETA,126.482
ROMA TUSCOLANA,FRASCATI,18.556
ROMA TUSCOLANA,FROSINONE,83.394
ROMA TUSCOLANA,GENOVA P PRINCIPE,488.395
ROMA TUSCOLANA,GROSSETO,181.75
ROMA TUSCOLANA,LA STORTA,23.334
ROMA TUSCOLANA,LADISPOLI CERVETERI,44.108
ROMA TUSCOLANA,LANUVIO,30.532
ROMA TUSCOLANA,MACCARESE,27.806
ROMA TUSCOLANA,MARECHIARO,51.3
ROMA TUSCOLANA,METAPONTO,478.501
ROMA TUSCOLANA,MILANO CENTRALE,561.754
ROMA TUSCOLANA,MINTURNO,136.506
ROMA TUSCOLANA,MONTEROTONDO MENTANA,24.77
ROMA TUSCOLANA,NAPOLI CENTRALE,211.918
ROMA TUSCOLANA,NETTUNO,57.249
ROMA TUSCOLANA,ORTE,67.411
ROMA TUSCOLANA,PADIGLIONE,47.881
ROMA TUSCOLANA,PAVONA,21.391
ROMA TUSCOLANA,PISA CENTRALE,326.782
ROMA TUSCOLANA,POGGIO MIRTETO,47.729
ROMA TUSCOLANA,POMEZIA S PALOMBA,22.005
ROMA TUSCOLANA,ROMA AURELIA,14.001
ROMA TUSCOLANA,ROMA OSTIENSE,3.477
ROMA TUSCOLANA,ROMA TERMINI,3.687
ROMA TUSCOLANA,ROMA TIBURTINA,3.859
ROMA TUSCOLANA,S SEVERA,56.457
ROMA TUSCOLANA,SALERNO,259.739
ROMA TUSCOLANA,TARANTO,522.0
ROMA TUSCOLANA,VELLETRI,39.433
ROMA TUSCOLANA,VITERBO PORTA FIORENTINA,92.254
ROMA TUSCOLANA,VITERBO PORTA ROMANA,90.639
ROMAGNANO SESIA,NOVARA,29.117
ROMAGNANO V,SALERNO,65.679
ROMANO,BRESCIA,36.734
ROMANO,MILANO CENTRALE,43.425
ROMANO,MILANO GRECO PIRELLI,46.493
ROMANO,VERONA PORTA NUOVA,101.324
ROMANORE,BOLOGNA CENTRALE,85.965
ROMANORE,MANTOVA,98.009
ROMANORE,MODENA,50.373
ROMETTA MESSINESE,PALERMO CENTRALE,349.677
ROMETTA MESSINESE,PATTI S PIERO PATTI,43.632
RONCEGNO BAGNI MARTER,PRIMOLANO,28.175
RONCEGNO BAGNI MARTER,TRENTO,39.037
RONCHI DEI LEGIONARI NORD,CARNIA,82.994
RONCHI DEI LEGIONARI NORD,UDINE,43.252
RONCHI DEI LEGIONARI NORD,VENEZIA S LUCIA,124.54
RONCHI DEI LEGIONARI SUD,UDINE,43.252
RONCO SCRIVIA,GENOVA BRIGNOLE,27.841
RONCO SCRIVIA,GENOVA PIAZZA PRINCIPE,25.502
RONCO SCRIVIA,MILANO CENTRALE,112.584
RONCO SCRIVIA,PIACENZA,109.465
RONCO SCRIVIA,RIMINI,367.709
RONCO SCRIVIA,TORINO PORTA NUOVA,133.318
RONCO SCRIVIA,VOGHERA,51.339
RONTA,FIRENZE S MARIA NOVELLA,44.194
RONTA,MARRADI,23.33
ROSARNO,BAGNARA,28.537
ROSARNO,COSENZA,139.63
ROSARNO,GIOIA TAURO,9.895
ROSARNO,LAMEZIA TERME CENTRALE,59.951
ROSARNO,MELITO DI PORTO SALVO,89.89
ROSARNO,NICOTERA,9.68
ROSARNO,PALMI,18.31
ROSARNO,PAOLA,116.563
ROSARNO,PARGHELIA,34.037
ROSARNO,REGGIO CALABRIA CENTRALE,60.095
ROSARNO,REGGIO DI CALABRIA CENTRALE,60.095
ROSARNO,REGGIO DI CALABRIA GALLICO,52.191
ROSARNO,ROMA TERMINI,593.915
ROSARNO,TROPEA,30.927
ROSARNO,VILLA S GIOVANNI,46.014
ROSARNO,ZAMBRONE,40.077
ROSETO DEGLI ABRUZZI,ANCONA,117.743
ROSIGNANO,CAMPIGLIA MARITTIMA,45.629
ROSIGNANO,FIRENZE S MARIA NOVELLA,118.795
ROSIGNANO,ROMA TERMINI,289.885
ROSOLINI,AVOLA,22.127
ROSOLINI,GELA,134.619
ROSOLINI,NOTO,15.571
ROSOLINI,SIRACUSA,48.06
ROSSANO,CATANZARO LIDO,147.034
ROSSIGLIONE,ACQUI TERME,23.413
ROVASENDA,BIELLA S PAOLO,23.455
ROVASENDA,NOVARA,27.448
ROVATO,BERGAMO,32.064
ROVATO,BRESCIA,17.15
ROVATO,CREMONA,96.524
ROVATO,MILANO CENTRALE,63.011
ROVATO,MILANO GRECO PIRELLI,66.079
ROVATO,MILANO LAMBRATE,60.231
ROVATO,SERIATE,27.911
ROVATO,VERONA PORTA NUOVA,81.739
ROVERETO,ALA,16.462
ROVERETO,BOLOGNA CENTRALE,177.183
ROVERETO,BOLZANO,79.22
ROVERETO,BRENNERO,168.018
ROVERETO,BRONZOLO,68.237
ROVERETO,EGNA TERMENO,57.32
ROVERETO,MEZZOCORONA,40.517
ROVERETO,TRENTO,23.663
ROVERETO,VERONA PORTA NUOVA,67.029
ROVIANO,AVEZZANO,45.447
ROVIANO,ROMA TERMINI,62.294
ROVIGO,ADRIA,24.569
ROVIGO,BADIA POLESINE,30.092
ROVIGO,BOLOGNA CENTRALE,80.736
ROVIGO,BOVOLONE,65.903
ROVIGO,BUTTAPIETRA,87.54
ROVIGO,CASTAGNARO,37.44
ROVIGO,CEREA,56.052
ROVIGO,CHIOGGIA,55.878
ROVIGO,COSTA,9.518
ROVIGO,FERRARA,31.759
ROVIGO,FRATTA,13.945
ROVIGO,ISOLA DELLA SCALA,79.524
ROVIGO,LAMA,12.965
ROVIGO,LEGNAGO,48.626
ROVIGO,LENDINARA,20.308
ROVIGO,LIVORNO CENTRALE,256.92
ROVIGO,LOREO,35.652
ROVIGO,MONSELICE,21.202
ROVIGO,PADOVA,44.269
ROVIGO,S PIETRO IN CASALE,54.991
ROVIGO,TERME EUGANEE ABANO MONTEGR,30.997
ROVIGO,TERME EUGANEE ABANO MONTEGROTTO,30.997
ROVIGO,VENEZIA MESTRE,73.005
ROVIGO,VENEZIA S LUCIA,80.888
ROVIGO,VERONA PORTA NUOVA,100.311
RUBIERA,ANCONA,253.984
RUBIERA,BOLOGNA CENTRALE,49.949
RUFINA,BORGO S LORENZO,25.244
RUFINA,FIRENZE RIFREDI,27.484
RUFINA,FIRENZE S MARIA NOVELLA,28.015
RUFINA,PONTASSIEVE,7.559
RUSSI,BOLOGNA CENTRALE,68.142
RUSSI,FAENZA,34.659
RUSSI,GENOVA BRIGNOLE,351.168
RUSSI,GENOVA P PRINCIPE,348.717
RUSSI,RAVENNA,16.336
S AGATA M,ALTAVILLA M,104.391
S AGATA M,BAGHERIA,112.476
S AGATA M,BROLO FICARRA,21.305
S AGATA M,CAMPOFELICE,72.015
S AGATA M,CAPO D ORLANDO NASO,13.408
S AGATA M,CEFALU,58.585
S AGATA M,GIOJOSA MAREA,27.214
S AGATA M,MESSINA CENTRALE,373.387
S AGATA M,MILAZZO,402.488
S AGATA M,NOVARA MONTALBANO FURNARI,417.673
S AGATA M,OLIVERI TINDARI,425.035
S AGATA M,PACE DEL MELA,397.605
S AGATA M,PALERMO CENTRALE,124.767
S AGATA M,PATTI S PIERO PATTI,432.302
S AGATA M,POLLINA,43.528
S AGATA M,ROMETTA MESSINESE,388.672
S AGATA M,S STEFANO DI CAMASTRA,27.288
S AGATA M,TERMINI IMERESE,88.301
S AGATA M,TUSA,36.055
S AGATA M,ZAPPULLA,7.476
S ANTONIO MANTOVANO,VERONA PORTA NUOVA,33.384
S BENEDETTO DEL TRONTO,ANCONA,84.546
S BENEDETTO DEL TRONTO,ASCOLI PICENO,32.643
S BENEDETTO DEL TRONTO,BOLOGNA CENTRALE,289.936
S BENEDETTO DEL TRONTO,CIVITANOVA MARCHE MONTEGRANARO,41.805
S BENEDETTO DEL TRONTO,FAENZA,238.258
S BENEDETTO DEL TRONTO,FOLIGNO,195.127
S BENEDETTO DEL TRONTO,FORLI,223.635
S BENEDETTO DEL TRONTO,LANCIANO,99.062
S BENEDETTO DEL TRONTO,LORETO,60.904
S BENEDETTO DEL TRONTO,MANOPPELLO,85.588
S BENEDETTO DEL TRONTO,MILANO CENTRALE,500.298
S BENEDETTO DEL TRONTO,OFFIDA CASTEL DI LAMA,20.63
S BENEDETTO DEL TRONTO,ORTE,276.703
S BENEDETTO DEL TRONTO,PARMA,379.841
S BENEDETTO DEL TRONTO,PESARO,144.078
S BENEDETTO DEL TRONTO,PESCARA,61.495
S BENEDETTO DEL TRONTO,PIACENZA,435.662
S BENEDETTO DEL TRONTO,POPOLI VITTORITO,114.797
S BENEDETTO DEL TRONTO,PORTO D ASCOLI,4.811
S BENEDETTO DEL TRONTO,PORTO S GIORGIO FERMO,26.201
S BENEDETTO DEL TRONTO,PRATOLA PELIGNA,124.456
S BENEDETTO DEL TRONTO,REGGIO EMILIA,350.364
S BENEDETTO DEL TRONTO,RIMINI,177.416
S BENEDETTO DEL TRONTO,ROMA TERMINI,302.575
S BENEDETTO DEL TRONTO,S VITO LANCIANO,89.672
S BENEDETTO DEL TRONTO,SCAFA S VALENTINO CARAMANICO T,93.341
S BENEDETTO DEL TRONTO,SULMONA,130.031
S BENEDETTO DEL TRONTO,TORRE DEI PASSERI,100.252
S BENEDETTO PO,FERRARA,135.707
S BENEDETTO PO,PORTOMAGGIORE,222.978
S BENEDETTO PO,RAVENNA,177.129
S BENEDETTO PO,SERMIDE,166.232
S BENEDETTO SAMBRO CAST PEPOLI,AREZZO,123.117
S BENEDETTO SAMBRO CAST PEPOLI,BOLOGNA CENTRALE,42.181
S BENEDETTO SAMBRO CAST PEPOLI,BOLOGNA S RUFFILLO,34.214
S BENEDETTO SAMBRO CAST PEPOLI,FIRENZE CAMPO MARTE,57.967
S BENEDETTO SAMBRO CAST PEPOLI,FIRENZE RIFREDI,55.094
S BENEDETTO SAMBRO CAST PEPOLI,FIRENZE S MARIA NOVELLA,56.305
S BENEDETTO SAMBRO CAST PEPOLI,GRIZZANA,5.087
S BENEDETTO SAMBRO CAST PEPOLI,MONZUNO,15.232
S BENEDETTO SAMBRO CAST PEPOLI,PRATO CENTRALE,42.39
S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,BOLOGNA CENTRALE,42.181
S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,BOLOGNA S RUFFILLO,34.214
S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,GROSSETO,268.226
S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,PIANORO,24.27
S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,PRATO CENTRALE,42.39
S BENIGNO,CHIERI,43.854
S BENIGNO,TROFARELLO,35.278
S BIAGIO DI CALLALTA,PORTOGRUARO CAORLE,41.442
S BONIFACIO,VENEZIA MESTRE,86.686
S BONIFACIO,VENEZIA S LUCIA,94.569
S BONIFACIO,VERONA PORTA NUOVA,24.096
S CANDIDO,BOLZANO,110.877
S CANDIDO,BRUNICO,32.549
S CANDIDO,CASTELDARNE,41.446
S CANDIDO,DOBBIACO,3.804
S CANDIDO,FORTEZZA,65.633
S CANDIDO,MERANO,144.114
S CANDIDO,MERANO MAIA BASSA,141.797
S CANDIDO,MONGUELFO VALLE DI CASIES,13.655
S CANDIDO,RIO DI PUSTERIA,57.466
S CANDIDO,ROMA TERMINI,718.347
S CANDIDO,S LORENZO,35.673
S CANDIDO,VALDAORA ANTERSELVA,20.813
S CANDIDO,VANDOIES,51.948
S CANDIDO,VILLABASSA BRAIES,8.637
S CANDIDO,VIPITENO,84.492
S CASSIANO,BORGO S LORENZO,41.745
S CASSIANO,FIRENZE S MARIA NOVELLA,77.092
S CATERINA DELL JONIO,REGGIO CALABRIA CENTRALE,142.479
S CATERINA DELLO JONIO,REGGIO DI CALABRIA CENTRALE,142.479
S CROCE DEL LAGO,BELLUNO,20.273
S CROCE DEL LAGO,CONEGLIANO,27.441
S CROCE DEL LAGO,PONTE NELLE ALPI POLPET,12.719
S CROCE DEL LAGO,VENEZIA S LUCIA,83.813
S DEMETRIO DE VESTINI,SULMONA,44.792
S DONA DI PIAVE,PORTOGRUARO CAORLE,104.581
S DONA DI PIAVE,TRIESTE CENTRALE,112.449
S DONA DI PIAVE,VENEZIA MESTRE,32.781
S DONA DI PIAVE,VENEZIA S LUCIA,41.166
S DONA DI PIAVE JESOLO,PORTOGRUARO CAORLE,104.581
S DONA DI PIAVE JESOLO,TRIESTE CENTRALE,112.449
S DONA DI PIAVE JESOLO,VENEZIA MESTRE,32.781
S DONA DI PIAVE JESOLO,VENEZIA S LUCIA,41.166
S ELENA ESTE,VENEZIA S LUCIA,65.603
S FELICE SUL PANARO,BOLOGNA CENTRALE,42.838
S FELICE SUL PANARO,POGGIO RUSCO,15.784
S GAVINO,CAGLIARI,49.502
S GAVINO,DECIMOMANNU,33.108
S GAVINO,MACOMER,107.267
S GAVINO,OLBIA,227.592
S GAVINO,OLBIA TERRANOVA,226.873
S GAVINO,OZIERI CHILIVANI,156.777
S GAVINO,PORTO TORRES MARITTIMA,220.687
S GAVINO,SAMASSI SERRENTI,12.273
S GAVINO,SASSARI,201.378
S GAVINO,SERRAMANNA NURAMINIS,18.78
S GAVINO,VILLASOR,24.024
S GIORGIO DI NOGARO,TRIESTE CENTRALE,54.381
S GIORGIO DI NOGARO,VENEZIA MESTRE,90.85
S GIORGIO DI PIANO,BOLOGNA CENTRALE,19.624
S GIORGIO DI PIANO,IMOLA,50.713
S GIORGIO DI PIANO,VENEZIA S LUCIA,141.799
S GIORGIO P,BOLOGNA CENTRALE,19.624
S GIORGIO P,FERRARA,29.352
S GIORGIO P,IMOLA,50.713
S GIORGIO P,RIMINI,127.618
S GIOVANNI AL NATISONE,TRIESTE CENTRALE,67.335
S GIOVANNI IN CROCE,BRESCIA,57.713
S GIOVANNI IN CROCE,PARMA,34.901
S GIOVANNI IN PERSICETO,POGGIO RUSCO,38.214
S GIOVANNI VALDARNO,AREZZO,36.053
S GIOVANNI VALDARNO,CHIUSI C T,86.05
S GIOVANNI VALDARNO,CHIUSI CHIANCIANO TERME,86.05
S GIOVANNI VALDARNO,FIRENZE CAMPO MARTE,33.686
S GIOVANNI VALDARNO,FIRENZE CASTELLO,40.075
S GIOVANNI VALDARNO,FIRENZE S MARIA NOVELLA,38.092
S GIOVANNI VALDARNO,FOLIGNO,149.174
S GIOVANNI VALDARNO,MONTECATINI TERME MONSUMMANO,81.765
S GIOVANNI VALDARNO,MONTEVARCHI TERRANUOVA,5.394
S GIOVANNI VALDARNO,PISTOIA,68.776
S GIOVANNI VALDARNO,PRATO CENTRALE,51.754
S GIOVANNI VALDARNO,ROMA TERMINI,228.656
S GIOVANNI VALDARNO,TERONTOLA CORTONA,66.966
S GIOVANNI VALDARNO,VERNIO MONTEPIANO CANTAGALLO,72.239
S GIULIANO TERME,AULLA LUNIGIANA,76.732
S GIULIANO TERME,FIRENZE S MARIA NOVELLA,88.754
S GIULIANO TERME,FORNACI DI BARGA,43.285
S GIULIANO TERME,LUCCA,11.708
S GIULIANO TERME,PISA CENTRALE,11.412
S GIUSEPPE DI CAIRO,ACQUI TERME,48.829
S GIUSEPPE DI CAIRO,ALESSANDRIA,82.909
S GIUSEPPE DI CAIRO,CENGIO,8.693
S GIUSEPPE DI CAIRO,CEVA,25.356
S GIUSEPPE DI CAIRO,FOSSANO,63.486
S GIUSEPPE DI CAIRO,MAGLIANO CRAVA MOROZZO,50.573
S GIUSEPPE DI CAIRO,MONDOVI,44.502
S GIUSEPPE DI CAIRO,SAVONA,21.208
S GIUSEPPE DI CAIRO,TORINO PORTA NUOVA,126.865
S GIUSTINA CESIO,BELLUNO,16.358
S GIUSTINA CESIO,TREVISO C,88.641
S ILARIO,BOLOGNA CENTRALE,79.196
S ILARIO D ENZA,BOLOGNA CENTRALE,79.822
S LAZZARO,BAGNOLO IN PIANO,9.922
S LAZZARO,GUASTALLA,30.688
S LAZZARO,NOVELLARA,19.967
S LAZZARO,REGGIO EMILIA,88.463
S LORENZO MAGGIORE,CASERTA,45.511
S LORENZO MAGGIORE,NAPOLI CENTRALE,66.023
S MARCELLINO FRIGNANO,NAPOLI CENTRALE,23.961
S MARCO ROGGIANO,PAOLA,45.883
S MARCO ROGGIANO,SIBARI,29.402
S MARIA CAPUA VETERE,NAPOLI CAMPI FLEGREI,47.9
S MARIA CAPUA VETERE,NAPOLI CENTRALE,39.249
S MARIA LA BRUNA,NAPOLI CAMPI FLEGREI,25.556
S MARIA LA BRUNA,NAPOLI CENTRALE,16.923
S MARIA LA BRUNA,NAPOLI GIANTURCO,15.68
S MARIA LA BRUNA,NAPOLI S GIOVANNI BARRA,11.798
S MARIA LA BRUNA,NOCERA INFERIORE,20.89
S MARIA LA BRUNA,ROMA TERMINI,228.147
S MARIA LA BRUNA,SALERNO,34.504
S MARIA LA BRUNA,VILLA LITERNO,47.991
S MAURIZIO,ALBA,88.23
S MAURIZIO,BRA,70.703
S MAURIZIO,CARMAGNOLA,50.837
S MAURIZIO,FOSSANO,85.392
S MAURIZIO CANAVESE,ALBA,88.23
S MAURIZIO CANAVESE,CARMAGNOLA,50.837
S MAURIZIO CANAVESE,FOSSANO,85.392
S PAOLO,SIRACUSA,162.289
S PIERO A SIEVE,BORGO S LORENZO,4.739
S PIERO A SIEVE,FIRENZE CAMPO MARTE,28.641
S PIERO A SIEVE,FIRENZE S MARIA NOVELLA,31.12
S PIETRO A VICO,AULLA LUNIGIANA,83.642
