giorno,categoria,cod_partenza,cod_arrivo,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,nome_partenza,nome_arrivo
2025-10-01,REG,S00470,S04702,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ALESSANDRIA,GENOVA BRIGNOLE
2025-10-01,REG,S00470,S04801,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,ALESSANDRIA,SAVONA
2025-10-01,REG,S00470,S04805,6,6,0,0,0,0,2,3,1,3,3,2,1,0,62,4,58,9.666666666666666,7.5,23.5,26.75,ALESSANDRIA,S.GIUSEPPE DI CAIRO
2025-10-01,REG,S00500,S00228,3,3,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1,0.3333333333333333,1.0,1.0,1.0,CHIERI,TORINO STURA
2025-10-01,REG,S00500,S00452,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,CHIERI,TORINO LINGOTTO
2025-10-01,REG,S00500,S00884,25,25,0,0,0,0,15,1,9,1,0,0,0,0,16,21,-5,-0.2,0.0,2.0,2.799999999999997,CHIERI,RIVAROLO
2025-10-01,REG,S00517,S00232,22,22,0,0,0,0,13,7,2,7,2,0,0,0,80,6,74,3.3636363636363638,2.0,7.900000000000002,9.899999999999999,PINEROLO,CHIVASSO
2025-10-01,REG,S00606,S00090,15,15,0,0,0,0,7,2,6,2,1,1,0,0,39,11,28,1.8666666666666667,1.0,4.999999999999998,11.499999999999984,FOSSANO,CIRIE\'
2025-10-01,REG,S00606,S00219,10,10,0,0,0,0,6,0,4,0,0,0,0,0,6,6,0,0.0,0.5,1.0999999999999996,1.549999999999999,FOSSANO,TORINO PORTA NUOVA
2025-10-01,REG,S00606,S00228,2,2,0,0,0,0,1,1,0,1,0,0,0,0,6,0,6,3.0,3.0,4.6,4.8,FOSSANO,TORINO STURA
2025-10-01,REG,S00606,S00610,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,-7,-7.0,-7.0,-7.0,-7.0,FOSSANO,CUNEO
2025-10-01,REG,S00606,S00617,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,18,-18,-3.0,-3.0,-2.0,-1.5,FOSSANO,LIMONE
2025-10-01,REG,S00610,S00219,11,11,0,0,0,0,9,0,2,0,0,0,0,0,15,3,12,1.0909090909090908,1.0,3.0,3.5,CUNEO,TORINO PORTA NUOVA
2025-10-01,REG,S00610,S00606,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,CUNEO,FOSSANO
2025-10-01,REG,S00610,S00617,3,3,0,0,0,0,0,1,2,1,1,0,0,0,14,5,9,3.0,-1.0,11.0,12.499999999999998,CUNEO,LIMONE
2025-10-01,REG,S00617,S00606,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,25,-25,-3.5714285714285716,-4.0,-2.0,-2.0,LIMONE,FOSSANO
2025-10-01,REG,S00617,S00610,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,LIMONE,CUNEO
2025-10-01,REG,S00821,S00096,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,BRA,GERMAGNANO
2025-10-01,REG,S00825,S00090,4,4,0,0,0,0,2,0,2,0,0,0,0,0,8,4,4,1.0,1.0,4.0,4.0,ALBA,CIRIE\'
2025-10-01,REG,S00825,S00096,11,11,0,0,0,0,3,1,7,1,0,0,0,0,10,22,-12,-1.0909090909090908,-2.0,2.0,4.5,ALBA,GERMAGNANO
2025-10-01,REG,S00825,S00219,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,ALBA,TORINO PORTA NUOVA
2025-10-01,REG,S00825,S00462,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,12,-12,-2.0,-2.0,-1.5,-1.25,ALBA,ASTI
2025-10-01,REG,S00867,S00462,10,10,0,0,0,0,8,1,1,1,0,0,0,0,21,1,20,2.0,1.5,4.199999999999999,5.099999999999998,ACQUI TERME,ASTI
2025-10-01,REG,S00867,S00470,2,2,0,0,0,0,0,2,0,2,0,0,0,0,14,0,14,7.0,7.0,7.0,7.0,ACQUI TERME,ALESSANDRIA
2025-10-01,REG,S00867,S04702,13,13,0,0,0,0,8,4,1,4,2,0,0,0,56,1,55,4.230769230769231,3.0,11.200000000000003,12.399999999999999,ACQUI TERME,GENOVA BRIGNOLE
2025-10-01,REG,S00867,S04801,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,ACQUI TERME,SAVONA
2025-10-01,REG,S00867,S04805,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ACQUI TERME,S.GIUSEPPE DI CAIRO
2025-10-01,REG,S00884,S00452,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,RIVAROLO,TORINO LINGOTTO
2025-10-01,REG,S00884,S00500,26,26,0,0,0,0,21,4,1,4,1,0,0,0,66,1,65,2.5,2.0,6.0,7.0,RIVAROLO,CHIERI
2025-10-01,REG,S00952,S04801,8,8,0,0,0,0,0,3,5,3,2,2,1,0,55,16,39,4.875,-2.0,21.199999999999996,26.099999999999994,MONDOVI`,SAVONA
2025-10-01,REG,S01003,S00248,8,8,0,0,0,0,5,2,1,2,0,0,0,0,16,1,15,1.875,1.0,5.6,6.299999999999999,DOMODOSSOLA,NOVARA
2025-10-01,REG,S01003,S01645,5,5,0,0,0,0,0,4,1,4,1,0,0,0,32,1,31,6.2,7.0,10.4,11.2,DOMODOSSOLA,MILANO PORTA GARIBALDI
2025-10-01,REG,S01003,S01700,10,10,0,0,0,0,6,3,1,3,1,0,0,0,34,2,32,3.2,2.5,6.599999999999998,9.299999999999994,DOMODOSSOLA,MILANO CENTRALE
2025-10-01,REG,S01020,S00248,7,7,0,0,0,0,4,1,2,1,1,0,0,0,18,3,15,2.142857142857143,1.0,6.0000000000000036,8.999999999999993,ARONA,NOVARA
2025-10-01,REG,S01020,S01003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,ARONA,DOMODOSSOLA
2025-10-01,REG,S01020,S01645,13,13,0,0,0,0,6,4,3,4,1,0,0,0,41,7,34,2.6153846153846154,2.0,8.600000000000001,9.399999999999999,ARONA,MILANO PORTA GARIBALDI
2025-10-01,REG,S01020,S01700,2,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,2.5,2.5,2.9,2.95,ARONA,MILANO CENTRALE
2025-10-01,REG,S01030,S01113,12,12,0,0,0,0,8,4,0,4,1,1,0,0,57,0,57,4.75,4.0,8.8,11.699999999999996,GALLARATE,LUINO
2025-10-01,REG,S01030,S01205,3,3,0,0,0,0,1,1,1,1,0,0,0,0,8,1,7,2.3333333333333335,1.0,5.800000000000001,6.3999999999999995,GALLARATE,VARESE
2025-10-01,REG,S01030,S19919,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.8,1.9,GALLARATE,STABIO
2025-10-01,REG,S01031,S19919,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,BUSTO ARSIZIO,STABIO
2025-10-01,REG,S01037,S01307,15,15,0,0,0,0,6,3,6,3,1,1,0,0,51,11,40,2.6666666666666665,1.0,7.799999999999999,12.899999999999986,RHO,COMO S.GIOVANNI
2025-10-01,REG,S01059,S01318,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,ALBAIRATE-VERMEZZO,SEREGNO
2025-10-01,REG,S01059,S01326,1,1,0,0,0,0,0,1,0,1,1,0,0,0,13,0,13,13.0,13.0,13.0,13.0,ALBAIRATE-VERMEZZO,MILANO GRECO PIRELLI
2025-10-01,REG,S01059,S01645,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,7,-7,-3.5,-3.5,-1.5,-1.2500000000000002,ALBAIRATE-VERMEZZO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01059,S01701,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,ALBAIRATE-VERMEZZO,MILANO LAMBRATE
2025-10-01,REG,S01059,S01933,22,22,0,0,0,0,14,8,0,8,3,2,1,0,117,0,117,5.318181818181818,2.5,9.900000000000002,18.549999999999994,ALBAIRATE-VERMEZZO,SARONNO
2025-10-01,REG,S01061,S01631,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,VIGEVANO,MILANO PORTA GENOVA
2025-10-01,REG,S01066,N00024,26,26,0,0,0,0,17,8,1,8,2,0,0,0,81,1,80,3.076923076923077,2.0,7.5,10.25,MILANO CADORNA,VARESE NORD
2025-10-01,REG,S01066,N00025,2,2,0,0,0,0,0,2,0,2,1,0,0,0,19,0,19,9.5,9.5,9.9,9.95,MILANO CADORNA,VARESE CASBENO
2025-10-01,REG,S01066,N00041,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,MILANO CADORNA,GRANDATE - BRECCIA
2025-10-01,REG,S01066,N00055,18,18,0,0,0,0,13,2,3,2,0,0,0,0,34,3,31,1.7222222222222223,1.5,4.300000000000001,5.449999999999996,MILANO CADORNA,NOVARA NORD
2025-10-01,REG,S01066,N00068,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,MILANO CADORNA,MARIANO COMENSE
2025-10-01,REG,S01066,N00074,7,7,0,0,0,0,2,5,0,5,2,2,0,0,55,0,55,7.857142857142857,6.0,15.8,16.4,MILANO CADORNA,ERBA
2025-10-01,REG,S01066,N00079,19,19,0,0,0,0,12,6,1,6,3,3,2,0,127,1,126,6.631578947368421,1.0,29.4,31.099999999999998,MILANO CADORNA,ASSO
2025-10-01,REG,S01066,S01067,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MILANO CADORNA,MILANO DOMODOSSOLA
2025-10-01,REG,S01066,S01070,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1.0,1.0,1.0,1.0,MILANO CADORNA,NOVATE MILANESE
2025-10-01,REG,S01066,S01137,6,6,0,0,0,0,5,1,0,1,1,0,0,0,20,0,20,3.3333333333333335,2.0,7.0,9.0,MILANO CADORNA,BUSTO ARSIZIO NORD
2025-10-01,REG,S01066,S01139,29,29,0,0,0,0,20,2,7,2,1,1,0,0,41,7,34,1.1724137931034482,0.0,3.0,5.999999999999989,MILANO CADORNA,MALPENSA AEROPORTO TERMINAL 1
2025-10-01,REG,S01066,S01316,32,32,0,0,0,0,11,2,19,2,1,0,0,0,22,45,-23,-0.71875,-2.0,1.0,3.799999999999997,MILANO CADORNA,CAMNAGO-LENTATE
2025-10-01,REG,S01066,S01747,17,17,0,0,0,0,13,4,0,4,1,1,0,0,54,0,54,3.176470588235294,1.0,6.4,9.399999999999991,MILANO CADORNA,LAVENO MOMBELLO LAGO
2025-10-01,REG,S01066,S01763,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MILANO CADORNA,COMO CAMERLATA (FNM)
2025-10-01,REG,S01066,S01765,29,29,0,0,0,0,20,8,1,8,1,1,0,0,105,2,103,3.5517241379310347,3.0,7.199999999999999,8.0,MILANO CADORNA,COMO LAGO
2025-10-01,REG,S01066,S01925,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,MILANO CADORNA,SEVESO
2025-10-01,REG,S01066,S01933,33,33,0,0,0,0,20,13,0,13,2,0,0,0,125,0,125,3.787878787878788,3.0,7.800000000000001,9.199999999999996,MILANO CADORNA,SARONNO
2025-10-01,REG,S01074,S01860,23,23,0,0,0,0,13,9,1,9,3,1,0,0,105,1,104,4.521739130434782,3.0,11.800000000000004,13.899999999999999,GARBAGNATE MILANESE,PAVIA
2025-10-01,REG,S01113,S01030,11,11,0,0,0,0,2,6,3,6,4,3,0,0,83,4,79,7.181818181818182,5.0,18.0,19.5,LUINO,GALLARATE
2025-10-01,REG,S01113,S01645,4,4,0,0,0,0,0,3,1,3,3,2,0,0,58,1,57,14.25,15.0,24.700000000000003,26.349999999999994,LUINO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01137,S01066,5,5,0,0,0,0,2,0,3,0,0,0,0,0,3,3,0,0.0,-1.0,1.6,1.7999999999999998,BUSTO ARSIZIO NORD,MILANO CADORNA
2025-10-01,REG,S01137,S01645,1,1,0,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,BUSTO ARSIZIO NORD,MILANO PORTA GARIBALDI
2025-10-01,REG,S01137,S01700,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.0,2.0,BUSTO ARSIZIO NORD,MILANO CENTRALE
2025-10-01,REG,S01139,S01066,30,30,0,0,0,0,12,4,14,4,0,0,0,0,38,23,15,0.5,0.0,5.100000000000001,6.0,MALPENSA AEROPORTO TERMINAL 1,MILANO CADORNA
2025-10-01,REG,S01146,S01031,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,MALPENSA AEROPORTO TERMINAL 2,BUSTO ARSIZIO
2025-10-01,REG,S01146,S01700,32,32,0,0,0,0,14,13,5,13,7,5,0,0,173,9,164,5.125,3.0,15.0,17.9,MALPENSA AEROPORTO TERMINAL 2,MILANO CENTRALE
2025-10-01,REG,S01146,S19919,10,10,0,0,0,0,8,1,1,1,0,0,0,0,9,1,8,0.8,0.5,1.3999999999999986,3.1999999999999957,MALPENSA AEROPORTO TERMINAL 2,STABIO
2025-10-01,REG,S01200,S01645,17,17,0,0,0,0,8,7,2,7,6,4,2,1,210,6,204,12.0,4.0,27.600000000000005,46.39999999999996,PORTO CERESIO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01205,S01030,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,VARESE,GALLARATE
2025-10-01,REG,S01205,S01200,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,VARESE,PORTO CERESIO
2025-10-01,REG,S01205,S01307,10,10,0,0,0,0,6,1,3,1,0,0,0,0,10,3,7,0.7,0.5,2.299999999999999,3.649999999999997,VARESE,COMO S.GIOVANNI
2025-10-01,REG,S01205,S01645,2,2,0,0,0,0,0,2,0,2,1,1,0,0,31,0,31,15.5,15.5,21.5,22.25,VARESE,MILANO PORTA GARIBALDI
2025-10-01,REG,S01205,S01708,34,34,0,0,0,0,9,7,18,7,2,0,0,0,71,55,16,0.47058823529411764,-1.0,9.0,9.349999999999998,VARESE,TREVIGLIO
2025-10-01,REG,S01205,S19919,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0.5,0.5,1.7000000000000002,1.8499999999999999,VARESE,STABIO
2025-10-01,REG,S01301,S01307,16,16,0,0,0,0,9,0,7,0,0,0,0,0,11,11,0,0.0,0.0,2.0,2.25,CHIASSO,COMO S.GIOVANNI
2025-10-01,REG,S01301,S01326,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,CHIASSO,MILANO GRECO PIRELLI
2025-10-01,REG,S01301,S01645,17,17,0,0,0,0,2,4,11,4,1,0,0,0,39,28,11,0.6470588235294118,-2.0,8.4,9.799999999999997,CHIASSO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01301,S01700,17,17,0,0,0,0,4,3,10,3,2,0,0,0,37,28,9,0.5294117647058824,-1.0,7.8000000000000025,12.2,CHIASSO,MILANO CENTRALE
2025-10-01,REG,S01307,S01037,14,14,0,0,0,0,7,2,5,2,1,1,0,0,36,8,28,2.0,1.5,5.400000000000002,9.499999999999996,COMO S.GIOVANNI,RHO
2025-10-01,REG,S01307,S01205,11,11,0,0,0,0,9,2,0,2,0,0,0,0,26,0,26,2.3636363636363638,1.0,5.0,7.0,COMO S.GIOVANNI,VARESE
2025-10-01,REG,S01307,S01301,14,14,0,0,0,0,3,0,11,0,0,0,0,0,5,27,-22,-1.5714285714285714,-2.5,1.4000000000000021,2.3499999999999996,COMO S.GIOVANNI,CHIASSO
2025-10-01,REG,S01307,S01458,7,7,0,0,0,0,5,0,2,0,0,0,0,0,2,2,0,0.0,0.0,1.0,1.0,COMO S.GIOVANNI,MOLTENO
2025-10-01,REG,S01307,S01520,5,5,0,0,0,0,2,1,2,1,0,0,0,0,12,9,3,0.6,0.0,6.4,7.199999999999999,COMO S.GIOVANNI,LECCO
2025-10-01,REG,S01307,S01645,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.0,2.0,COMO S.GIOVANNI,MILANO PORTA GARIBALDI
2025-10-01,REG,S01307,S01700,2,2,0,0,0,0,0,1,1,1,0,0,0,0,5,4,1,0.5,0.5,4.1000000000000005,4.55,COMO S.GIOVANNI,MILANO CENTRALE
2025-10-01,REG,S01308,S01205,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,COMO CAMERLATA,VARESE
2025-10-01,REG,S01315,S01645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,CARIMATE,MILANO PORTA GARIBALDI
2025-10-01,REG,S01316,S01066,32,32,0,0,0,0,18,14,0,14,2,0,0,0,132,0,132,4.125,3.0,7.900000000000002,9.45,CAMNAGO-LENTATE,MILANO CADORNA
2025-10-01,REG,S01316,S01078,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,CAMNAGO-LENTATE,MILANO AFFORI
2025-10-01,REG,S01322,S01059,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,MONZA,ALBAIRATE-VERMEZZO
2025-10-01,REG,S01322,S01458,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,MONZA,MOLTENO
2025-10-01,REG,S01322,S01520,1,1,0,0,0,0,0,1,0,1,0,0,0,0,7,0,7,7.0,7.0,7.0,7.0,MONZA,LECCO
2025-10-01,REG,S01326,S01301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,MILANO GRECO PIRELLI,CHIASSO
2025-10-01,REG,S01326,S01717,15,15,0,0,0,0,8,3,4,3,3,1,1,0,69,5,64,4.266666666666667,1.0,10.6,17.899999999999977,MILANO GRECO PIRELLI,BRESCIA
2025-10-01,REG,S01326,S01945,9,9,0,0,0,0,5,3,1,3,1,1,1,0,56,1,55,6.111111111111111,3.0,12.600000000000005,21.79999999999999,MILANO GRECO PIRELLI,STRADELLA
2025-10-01,REG,S01326,S05000,22,22,0,0,0,0,10,5,7,5,3,2,1,1,120,10,110,5.0,1.0,12.200000000000017,16.799999999999997,MILANO GRECO PIRELLI,PIACENZA
2025-10-01,REG,S01400,S01420,15,15,0,0,0,0,14,1,0,1,0,0,0,0,29,0,29,1.9333333333333333,2.0,4.0,4.299999999999999,CHIAVENNA,COLICO
2025-10-01,REG,S01415,S01420,3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,2,-2,-0.6666666666666666,0.0,0.0,0.0,MANDELLO DEL LARIO,COLICO
2025-10-01,REG,S01415,S01430,6,6,0,0,0,0,0,3,3,3,3,2,1,0,79,23,56,9.333333333333334,2.0,34.5,38.25,MANDELLO DEL LARIO,SONDRIO
2025-10-01,REG,S01415,S01440,13,13,0,0,0,0,1,1,11,1,0,0,0,0,10,48,-38,-2.923076923076923,-5.0,2.0000000000000036,4.599999999999994,MANDELLO DEL LARIO,TIRANO
2025-10-01,REG,S01420,S01400,15,15,0,0,0,0,10,5,0,5,0,0,0,0,52,0,52,3.466666666666667,3.0,6.6,7.0,COLICO,CHIAVENNA
2025-10-01,REG,S01420,S01415,3,3,0,0,0,0,0,1,2,1,1,1,1,0,42,5,37,12.333333333333334,-2.0,33.2,37.599999999999994,COLICO,MANDELLO DEL LARIO
2025-10-01,REG,S01420,S01430,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,-9,-4.5,-4.5,-2.5,-2.25,COLICO,SONDRIO
2025-10-01,REG,S01420,S01520,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,COLICO,LECCO
2025-10-01,REG,S01430,S01415,8,8,0,0,0,0,4,0,4,0,0,0,0,0,5,18,-13,-1.625,-1.5,1.8999999999999995,2.9499999999999984,SONDRIO,MANDELLO DEL LARIO
2025-10-01,REG,S01430,S01420,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,SONDRIO,COLICO
2025-10-01,REG,S01430,S01440,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,11,-11,-3.6666666666666665,-4.0,-3.2,-3.1,SONDRIO,TIRANO
2025-10-01,REG,S01430,S01520,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,SONDRIO,LECCO
2025-10-01,REG,S01440,S01415,13,13,0,0,0,0,7,5,1,5,4,1,1,0,102,2,100,7.6923076923076925,3.0,12.8,26.199999999999953,TIRANO,MANDELLO DEL LARIO
2025-10-01,REG,S01440,S01430,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,TIRANO,SONDRIO
2025-10-01,REG,S01458,S01307,9,9,0,0,0,0,4,2,3,2,0,0,0,0,17,4,13,1.4444444444444444,1.0,5.0,5.0,MOLTENO,COMO S.GIOVANNI
2025-10-01,REG,S01458,S01645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,MOLTENO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01488,S01645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,BESANA,MILANO PORTA GARIBALDI
2025-10-01,REG,S01520,S01307,2,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,7,3.5,3.5,3.9,3.95,LECCO,COMO S.GIOVANNI
2025-10-01,REG,S01520,S01322,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-0.5,-0.5,-0.09999999999999998,-0.050000000000000044,LECCO,MONZA
2025-10-01,REG,S01520,S01420,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,LECCO,COLICO
2025-10-01,REG,S01520,S01430,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,LECCO,SONDRIO
2025-10-01,REG,S01520,S01528,15,15,0,0,0,0,4,2,9,2,1,0,0,0,27,9,18,1.2,-1.0,4.199999999999999,7.3999999999999915,LECCO,PONTE S.PIETRO
2025-10-01,REG,S01520,S01645,50,50,0,0,0,0,28,16,6,16,4,1,1,0,193,7,186,3.72,3.0,7.100000000000001,11.549999999999997,LECCO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01520,S01700,3,3,0,0,0,0,2,1,0,1,0,0,0,0,10,0,10,3.3333333333333335,2.0,6.800000000000001,7.3999999999999995,LECCO,MILANO CENTRALE
2025-10-01,REG,S01520,S01820,2,2,0,0,0,0,0,2,0,2,1,0,0,0,15,0,15,7.5,7.5,9.5,9.75,LECCO,MILANO ROGOREDO
2025-10-01,REG,S01524,S01645,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,CALOLZIOCORTE OLGINATE,MILANO PORTA GARIBALDI
2025-10-01,REG,S01528,S01520,16,16,0,0,0,0,4,2,10,2,1,0,0,0,25,22,3,0.1875,-1.0,4.5,6.5,PONTE S.PIETRO,LECCO
2025-10-01,REG,S01528,S01645,21,21,0,0,0,0,9,8,4,8,3,1,0,0,90,7,83,3.9523809523809526,4.0,10.0,12.0,PONTE S.PIETRO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01529,S01645,9,9,0,0,0,0,5,2,2,2,1,0,0,0,28,5,23,2.5555555555555554,2.0,7.6000000000000005,8.799999999999999,BERGAMO,MILANO PORTA GARIBALDI
2025-10-01,REG,S01529,S01700,18,18,0,0,0,0,11,4,3,4,2,1,0,0,63,5,58,3.2222222222222223,2.0,8.800000000000004,13.449999999999996,BERGAMO,MILANO CENTRALE
2025-10-01,REG,S01529,S01708,17,17,0,0,0,0,8,0,9,0,0,0,0,0,9,18,-9,-0.5294117647058824,-1.0,1.4000000000000004,2.0,BERGAMO,TREVIGLIO
2025-10-01,REG,S01529,S01717,19,19,0,0,0,0,9,8,2,8,2,2,0,0,90,3,87,4.578947368421052,3.0,9.799999999999994,17.599999999999987,BERGAMO,BRESCIA
2025-10-01,REG,S01529,S01915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,BERGAMO,CREMONA
2025-10-01,REG,S01600,S01700,1,1,0,0,0,0,0,1,0,1,1,1,0,0,17,0,17,17.0,17.0,17.0,17.0,VERDELLO DALMINE,MILANO CENTRALE
2025-10-01,REG,S01631,S00034,18,18,0,0,0,0,8,5,5,5,1,0,0,0,50,11,39,2.1666666666666665,1.0,6.300000000000001,8.04999999999999,MILANO PORTA GENOVA,MORTARA
2025-10-01,REG,S01631,S00470,5,5,0,0,0,0,4,0,1,0,0,0,0,0,7,3,4,0.8,2.0,2.0,2.0,MILANO PORTA GENOVA,ALESSANDRIA
2025-10-01,REG,S01640,S01708,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,4,-1,-0.5,-0.5,2.3000000000000003,2.6499999999999995,MILANO CERTOSA,TREVIGLIO
2025-10-01,REG,S01642,S01820,2,2,0,0,0,0,1,1,0,1,1,1,0,0,24,0,24,12.0,12.0,18.4,19.2,MILANO BOVISA POLITECNICO,MILANO ROGOREDO
2025-10-01,REG,S01642,S01822,30,30,0,0,0,0,6,2,22,2,1,0,0,0,26,35,-9,-0.3,-1.0,3.1000000000000014,5.6499999999999915,MILANO BOVISA POLITECNICO,MELEGNANO
2025-10-01,REG,S01642,S01825,3,3,0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0.0,-1.0,2.2,2.5999999999999996,MILANO BOVISA POLITECNICO,LODI
2025-10-01,REG,S01642,S01860,11,11,0,0,0,0,6,4,1,4,2,2,1,0,78,1,77,7.0,4.0,15.0,25.0,MILANO BOVISA POLITECNICO,PAVIA
2025-10-01,REG,S01642,S01925,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,6,3.0,3.0,3.8,3.9,MILANO BOVISA POLITECNICO,SEVESO
2025-10-01,REG,S01645,S00219,4,4,0,0,0,0,1,1,2,1,0,0,0,0,8,4,4,1.0,1.0,4.4,4.699999999999999,MILANO PORTA GARIBALDI,TORINO PORTA NUOVA
2025-10-01,REG,S01645,S00248,2,2,0,0,0,0,1,1,0,1,0,0,0,0,8,0,8,4.0,4.0,4.8,4.9,MILANO PORTA GARIBALDI,NOVARA
